Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year
29,37428.26,9.82814183,187.609354,1771.286466
31,45148.38,7.832238337,169.99275600000001,943.3391244
72,74855.47,19.45250317,192.456745,1907.226083
71,45323.86,14.34766616,120.004928,1885.939118
32,71596.14,2.257358355,195.006206,631.7435653
33,10389.95,2.358129018,139.95684,562.6095219
67,19657.14,4.650578623,114.983787,593.8572264
66,27827.03,3.721772616,207.638588,777.3060718
21,15609.05,3.76663012,187.609354,1393.202392
61,19815.63,4.151256695,134.950905,393.6524652
75,58482.9,2.188918771,192.470522,409.7486664
63,41656.53,13.85488928,222.628057,2138.107161
68,115510.46,3.273341151,162.468917,443.984031
32,15841.19,19.75096265,159.979358,2481.385603
76,81127.41,18.38404445,184.979684,2233.567181
29,24270.88,4.672610857,245.145743,1158.91369
83,54466.33,6.796299371,124.97808,529.40733
23,64816.84,12.97632235,187.484705,1956.7337
80,103311.26,20.31163945,162.500692,2056.386979
20,40211.04,6.998814446,182.467607,1067.373076
69,58077.38,14.46288204,222.660939,1806.135733
32,43466.35,11.13472066,182.467607,1397.701335
53,23289.77,2.542296644,220.161527,808.4305471
25,49158.49,17.22596021,169.937833,1886.531937
69,3805.84,22.79214163,204.963371,2294.781131
71,52616.27,3.823689744,204.963371,826.3438621
53,30550.42,10.77094687,245.128318,2072.564168
56,12154.01,13.08671185,172.473314,1436.793746
42,30649.31,14.76468813,172.456745,1963.332683
33,31417.33,9.473091121,194.976769,1324.164906
47,55861.19,5.197446331,137.439154,704.9375603
48,9044.26,6.577552683,192.470522,888.6517305
63,25381.66,3.174571918,159.951231,377.0810282
40,65064.31,17.88002366,112.455141,1606.489936
67,12527.51,13.12190056,174.961766,1431.409396
56,35499.06,23.34617699,162.452604,2253.85247
24,26282.4,6.311709178,137.483594,1353.29384
79,51237.28,12.58298231,275.133571,1701.457566
61,64222.21,7.120096363,127.442069,1290.737183
38,11014.98,9.344886869,210.138,1403.270091
28,21172.49,22.37815032,147.456419,2603.903672
44,26130.78,4.799514433,242.657291,1256.287854
65,36478.21,10.04672315,114.983787,980.9935923
35,54533.63,8.156552837,187.656013,1347.869205
31,37103.18,7.992791229,149.991327,1127.267848
34,74679.84,7.2310320279999996,124.960655,1269.836202
68,95028.57,4.627672042,220.161527,1038.745378
62,34281.1,10.05306287,172.48852,1531.155367
52,36240.81,4.171044392,120.004928,991.2441024
32,9515.64,4.568682641,220.161527,1244.296865
47,125814.88,6.085030507,139.965008,1162.332926
66,12995.68,2.730250735,159.951231,577.1157824
70,77531.43,8.574901206,184.949594,1442.974877
41,87354.99,9.743201772,252.637807,1577.208717
59,76567.85,9.482919033,112.455141,886.9398744
46,30663.52,8.447988841,179.979358,1065.06443
70,122957.19,6.365998533,202.443347,951.886985
89,31600.92,7.251397592,197.472533,1404.435534
75,74638.78,14.64011644,255.155493,1925.911722
26,32652.3,11.71637124,174.976769,1805.011298
25,63650.54,4.13273503,169.99275600000001,700.7343179
84,28622.6,2.887429547,192.440432,513.237305
69,50252.79,3.303030246,182.460772,717.3876564
31,19800.81,5.15825129,139.965008,1313.492851
76,35954.77,3.237560234,137.461553,819.4195269
75,36342.31,2.733109234,217.472533,882.1160656
74,48715.53,3.180102025,210.138,724.7803356
49,23204.98,15.85983755,104.964303,1829.270014
47,35302.52,11.73724209,262.610632,1668.199119
20,54895.16,7.006240694,152.488401,1124.353152
26,60398.06,5.562130367,174.974431,1316.239744
72,8115.88,14.53027663,220.118516,1637.201426
41,33858.66,5.905906389,162.452604,951.8524406
26,29950.47,3.260462654,184.961033,1248.097652
55,49421.69,18.91276578,217.483972,2220.255405
46,11061.05,14.25617986,220.118516,1669.202417
87,15388.32,7.983887266,187.642236,990.0555076
39,20624.31,5.969967132,174.961766,967.9819136
81,47877.81,19.95277818,252.637807,2190.259876
83,46154.17,14.85781115,130.024412,1445.752781
50,107111.8,2.600063739,162.482694,528.6553088
87,10403.59,11.92299244,182.467607,1296.481055
76,22412.6,5.972864167,139.934918,1195.393037
25,19476.27,10.87555535,200.165175,1700.121992
34,96382.76,16.00330155,202.682861,2120.673828
46,28022.56,12.63074989,159.951231,1238.421347
73,35478.4,8.4944392,149.948316,847.110799
57,10155.51,8.044444101,149.959755,1112.937102
58,87537.25,12.07358377,137.469817,1623.045026
70,34112.1,10.21634248,187.656013,1479.730181
53,32653.51,15.50354683,164.985293,2144.735024
31,35321.46,13.88004531,159.965008,1522.289512
38,49277.48,19.48900163,172.462354,1974.780054
26,37297.82,10.01771765,204.949594,1261.177198
44,14928.96,7.34059599,147.473844,939.7181324
66,24702.68,12.64742067,162.471255,1357.062854
58,87535.71,8.850426839,119.95684,1456.887443
51,63166.87,3.701557118,207.609354,937.5863866
34,11856.81,2.976033785,194.999168,830.1193011
87,27326.79,5.522376826,174.975543,737.8564608
67,12779.23,15.64596698,240.114868,1781.854862
59,25519.91,23.00764441,240.114868,2464.577489
23,46871.21,17.24924155,139.983006,2392.203409
42,77383.72,13.01107597,240.114868,1664.19271
24,47395.3,5.104082209,209.993134,1433.616898
81,90977.74,3.521499924,147.456419,823.4933243
78,135727.71,8.08137067,107.495766,1468.357421
51,47726.25,1.875430489,152.502178,590.7765801
70,51721.64,5.587484456,79.978861,418.62068850000003
87,41531.03,7.007695148,142.482694,1181.991846
46,33504.8,1.408375942,117.439154,733.4036934
56,34197.3,11.64983735,220.132293,1719.173387
44,11518.58,2.964559883,152.455519,1205.956363
33,31065.17,10.25635754,174.961766,1261.032763
19,32097.17,3.892407013,202.443347,741.7766988
31,23424.88,3.226996711,210.12704,932.6084359
34,35988.24,15.87685513,139.979239,1708.614019
43,35539.7,5.874064017,139.965008,1363.58603
82,27959.34,3.756359276,137.439154,472.1057019
36,52232.97,2.905283283,102.474625,558.2340556
48,18198.59,1.474810061,252.637807,815.194738
52,16851.94,18.56165869,194.999168,2007.303617
35,16440.05,12.39088509,242.610632,2088.48083
83,44223.58,14.17192333,127.458638,1430.761492
20,33343.73,3.86023041,129.976324,822.3008694
25,30664.56,17.72593456,240.114868,2059.200998
88,31934.04,3.043063167,174.975543,617.542543
54,26676.4,5.827112819,169.944668,758.4775985
46,67211.95,4.648958177,162.511928,894.6733856
75,31136.77,11.96274778,119.95684,1639.898269
66,40660.84,4.525864256,137.439154,710.7541633
51,10606.59,8.038308899,207.46728,1092.226042
81,92447.71,1.416592892,149.974105,757.0097075
75,13612.16,19.83504645,225.178625,2301.850721
54,13765.39,15.85002222,232.637807,2401.406545
73,53019.98,15.94935291,117.472036,1535.788894
53,42523.02,11.94550648,137.469817,1536.589816
33,52143.7,16.03360405,220.132293,2153.778421
41,19097.94,21.29342532,124.960655,2409.195918
59,11301.4,4.95598008,199.990219,1342.862457
23,17814,2.73951266,159.947583,1046.054674
32,22533.05,4.973046104,245.145743,1204.479468
51,19974.4,10.28430068,255.155493,1616.908193
46,45146.99,2.581692044,134.950905,345.0099528
37,10330.1,6.945736396,159.947583,1427.088655
53,15281.28,9.999416271,139.987503,1452.334634
62,11217.96,6.035737465,179.947583,795.4957358
57,17516,9.004964377,127.473844,1333.894229
80,20566.64,5.071456681,232.637807,1402.20491
43,36128.68,12.02106494,195.006206,1447.196935
35,52129.84,5.049303717,267.642733,1662.510936
63,25985.06,18.17247008,149.959755,1707.641161
63,10909.79,15.31997698,220.114868,2181.752793
27,41151.14,16.0708543,157.483594,1575.683555
19,64063.23,7.873371451,127.474951,1029.489242
40,20414.07,23.62866494,139.981577,2370.184448
42,41412.1,25.8634566,255.133571,3309.919373
40,99195.08,9.405224809,194.966286,1623.273925
72,18408.94,12.84490034,179.965581,1146.199921
61,15930.45,16.59325254,174.976769,2229.268031
71,25611.29,20.35456039,187.609354,2512.36494
68,9428.86,12.00925702,169.937833,1297.388488
88,3810.16,2.861423443,115.002061,283.39178
64,118022.06,14.20349453,152.462354,1947.7853
63,51992.79,4.98152586,207.609354,849.1972541
53,79993.43,23.12150846,147.503078,2131.359827
41,37706.85,6.307178205,200.118516,1464.035068
63,22466.53,12.73622643,137.497825,1381.538548
56,16608.27,12.00466914,134.980139,1248.626874
27,25146.14,2.243757398,147.442069,558.3751762
47,58882.35,1.583394702,197.494455,676.2178659
42,31809.46,14.23487852,162.529926,1641.938696
72,27235.54,15.28108311,210.151777,1811.964373
58,70476.82,4.135827839,159.965581,1066.632555
33,49396.09,9.740709475,190.173699,1514.131966
87,35060.94,1.213704886,202.649979,1189.549671
34,66055.53,11.86252419,134.950905,1114.020282
76,91335.76,2.416685985,142.500692,1078.291303
38,54349.75,6.73327535,114.997564,854.2977548
47,75042.1,6.549035393,232.62403,1489.077486
84,91001.1,10.57197066,242.628057,1649.312808
19,44426.28,3.379756569,202.443347,905.1959227
87,63284.16,8.959047529,124.993537,684.6318529
75,14039.21,10.23679934,174.976769,1662.533055
37,12453.24,14.96503088,225.145743,2436.57146
52,15934.12,23.79323993,275.133571,2677.74041
24,48314.4,11.45675389,287.642733,1779.309609
83,5511.77,11.04076215,177.65076,1494.716409
19,10701.11,7.425503428,220.114868,1740.72604
78,10767.15,2.411712843,197.516854,704.7552669
61,13493.63,2.009542213,194.974431,558.4710883
38,25071.58,9.068119482,175.133074,1282.279049
79,368.5,1.926789854,147.478341,287.8189836
49,27976.63,11.77389421,134.980139,1129.529441
41,56154.5,2.585228303,157.483594,394.0148722
75,62145.59,9.517703088,255.141716,1302.230824
60,6517.94,9.532523799,137.439154,970.4682919
70,19090.03,23.103996,235.159141,2522.88913
23,13194.33,5.104873611,147.460067,682.9871863
84,63963.36,6.877942744,232.637807,1537.109931
63,34447.89,21.17839683,137.439154,1961.923965
88,36315.29,1.586331702,129.948316,676.1747964
44,5009.07,3.778174405,242.632554,929.2607767
49,14202.72,11.58276897,187.609354,1849.484087
32,54779.76,11.62258922,232.652038,1998.680227
69,36453.31,20.78013031,159.980465,1898.877878
60,11250.71,3.940297464,159.947583,992.3501481
57,65951.35,11.38099891,137.487242,994.6354785
62,15292.25,1.473304337,245.131966,954.0290712
26,41879.1,12.75609778,117.439154,1775.838153
85,17080.57,6.253919786,209.993134,1297.050577
82,68122.23,18.9537053,169.974105,1746.405243
40,39468.79,9.640061615,197.470195,1698.465833
50,123763.12,5.201330266,137.516476,665.4740915
71,84301.44,12.42120946,207.475448,1886.153328
48,42469.81,8.134438503,160.00128,958.6989908
24,75458.79,14.86764776,147.478341,1446.203986
79,60345.9,5.548652108,127.488728,774.6125757
82,76066.77,18.35541838,139.981577,1939.811149
68,42755.27,7.62779591,220.132293,1165.564309
77,76874.25,4.439685675,214.952509,750.8768234
19,41075.64,11.16903388,139.99789,1292.3206
80,63095.62,14.14101821,270.160419,2335.130986
31,82131.87,3.212400569,202.443347,769.8534863
62,28502.33,16.84928353,172.47417,1729.837284
80,9450.84,3.834727471,137.468388,649.3891796
36,44977.06,6.198230305,104.962874,823.0046464
72,13583.35,4.216732972,174.969934,1107.882056
50,42093.64,4.355064781,139.99789,683.8622599
31,55398.87,4.030250374,144.988941,1301.49424
22,22362.59,9.915959247,114.997564,1079.012505
50,40271.47,9.821728297,172.484753,1283.463995
28,56178.63,9.183905417,124.97808,987.653655
63,21053.35,8.892893007,174.991856,1088.263081
73,75866.75,7.661226872,92.488023,583.0259559
72,74061.48,12.4767812,139.965008,1778.733282
23,35102.93,2.462148717,192.470522,900.4043765
49,26391.1,14.09942339,220.118516,1693.576099
82,29982.49,7.272649386,232.622804,1143.826239
72,51154.34,3.999030359,210.156274,886.340074
45,37583.97,3.115945151,114.972827,373.2772664
73,28654.87,13.67931764,149.977753,1245.328696
78,119968.61,14.6728104,184.985293,1564.936841
71,11591.09,5.953547112,132.479779,1354.401018
67,70174.11,11.74635394,190.12704,1971.429689
43,8495.04,5.954024226,92.488023,623.7865683
27,17191.02,22.8577804,220.114868,3040.553763
39,24732.09,1.407866545,107.495766,864.7036995
52,27282.21,21.08265979,169.967067,2042.113893
19,40902.49,11.10356439,222.679213,1973.661316
48,87568.16,9.734064703,200.132293,1755.645123
22,69327.78,12.21754865,262.610632,1758.735654
69,5194.22,2.423722078,152.495236,557.0118807
31,12951.51,13.66061487,202.636202,2205.334092
79,11179.42,8.701581043,127.478341,1451.201108
65,47288.09,4.844060027,159.983006,609.0598401
49,114398.35,6.485034974,124.960655,1221.100604
69,105646.73,1.14113241,252.62403,745.0493094
74,42386.84,7.69213424,104.97808,1220.452161
27,38864.57,13.73012915,204.961033,1771.472597
79,25215.22,5.690013293,245.145743,1201.484293
41,9302.3,6.68894661,95.019486,764.3017535
51,45225.74,9.475983046,169.937833,1022.415622
57,29976.15,4.893221514,207.475448,1284.442486
66,13155.79,2.656915117,114.983787,289.9240291
85,14980.5,8.381515693,232.637807,1718.600163
54,24017.57,14.53315436,225.131966,2494.633068
79,26204.77,13.62832619,212.641455,2270.749222
56,27978.78,1.281566108,152.495236,567.6177123
80,46622.3,3.365552603,134.950905,380.0501404
37,34419.26,5.397827503,200.132293,1436.408211
24,8507.97,9.001231999,197.470195,1852.503069
48,64420.19,10.9750814,192.456745,1312.008382
68,122263.81,7.825845378,162.471255,863.0820861
74,64446.9,14.12966281,222.660939,1854.793303
37,20647.83,14.66914461,114.950905,1778.431765
54,23956.91,5.388165017,182.446995,764.2419259
84,56003.36,2.810825808,95.005709,307.018806
68,50150.81,2.485229169,172.456745,1179.782483
39,4180.22,2.051069457,177.65076,1040.034575
85,70023.28,6.10108047,207.638588,1080.159892
86,40728.96,4.950398978,220.118516,775.5613336
70,69248.13,10.16660427,137.468388,1061.587971
33,65187.42,12.29558653,159.965008,1334.403775
58,26005.77,24.8868126,182.465269,2346.143947
58,10423.75,9.660361769,129.977753,1491.768656
42,28909.96,7.663625954,112.484375,927.1279646
89,28219.28,5.25445262,127.488728,686.9354616
63,67319.27,13.59137366,162.471255,1460.513443
18,71348.1,12.3492819,154.961766,1942.250203
82,39231.99,18.37317391,194.976769,1923.549943
61,28129.21,8.498042024,192.48852,1239.802036
36,69104.9,22.33583015,162.452604,2499.186161
87,31282.78,1.541545443,107.48056,302.3848209
48,65229.24,12.78453216,142.482694,1865.48625
56,15110.46,2.527681829,165.018175,908.7910203
57,66922.3,7.065506244,125.007314,790.9469893
89,1666.59,4.258552081,139.987503,956.2636975
30,50258.38,4.801969514,112.455141,639.3261343
54,54373.35,5.204853319,212.622804,1572.045646
55,33588.84,32.0730133,182.460772,3099.922244
46,23629.05,11.16847385,159.947583,1599.727567
18,91186.03,16.8000196,245.145743,2188.672399
58,20204.74,17.6210362,149.977753,1586.699491
60,37703.83,17.18829795,184.967019,1828.279015
62,29117.32,17.52138221,92.455141,1866.966586
30,52531.72,10.4103675,149.944668,1718.555203
75,25742.72,3.310281145,167.456419,556.2193844
23,21072.82,2.993625911,197.516854,1035.183038
84,37774.81,16.26037537,152.488401,1580.43019
61,20811.42,3.045064701,162.482694,703.6927423
75,34474.39,15.35762157,262.610632,1842.258692
72,81388.6,5.940902789,190.173699,1167.271182
66,78272.96,5.988505209,187.513939,1007.289786
81,11655.88,7.138784756,212.641455,1500.69101
34,37773.19,8.951793883,104.964303,1404.773397
82,40183.01,4.221959275,232.637807,1342.310858
73,37149.4,9.797427154,142.499263,1250.94478
28,10331.57,10.90397471,277.63748,1710.958869
48,37096.85,1.665591776,112.455141,169.3992798
53,26004.59,8.611218573,220.118516,1261.554565
52,77291.95,1.28507969,139.951231,794.9581116
20,24462.25,1.379696124,184.978458,713.364269
19,75871.75,3.084376591,210.138,952.5914921
70,28840.47,2.43754565,142.468917,778.6094503
48,25299.48,3.288124191,160.00128,627.0001275
28,37631.4,32.30772134,127.481989,2938.319116
52,23014.69,13.46565415,162.452604,1566.001524
77,31300.68,19.244458,172.457857,1889.642423
71,55840.35,8.69085131,255.155493,1420.771651
22,9729.44,3.778575882,184.979684,1254.725693
88,35891.67,10.27819073,175.006206,1570.345219
25,20801.9,4.156887945,112.455141,500.4406927
21,112429.2,11.32083915,194.958118,1563.848623
39,33217.64,5.254442453,172.44408,787.0962355
29,45562.97,5.2551003,200.165175,1119.610001
22,15380.9,6.417132666,127.460067,1155.782468
44,100232.53,18.61278731,147.478341,1995.346628
74,57900.98,4.924623699,207.49737,922.1362066
84,60476.86,6.325942162,169.937833,717.6823944
65,26875.13,17.22220989,152.457857,2223.835601
29,24447.03,3.238699239,162.460772,1143.685617
51,14817.22,6.437878909,200.132293,1537.296207
40,6170.55,15.22323989,182.460772,1614.544362
49,33620.38,7.484425045,124.97808,758.8338668
61,86453.08,7.218752772,230.105118,1317.766231
61,31466.9,11.69875604,147.473844,1189.578203
85,76984.15,10.03363969,142.482694,1467.273158
25,43586.8,18.46162568,152.479779,2192.693797
48,13148.09,16.52138638,105.010962,1568.47416
86,11612.88,13.83290937,114.965789,1376.095043
53,71215.87,5.02568958,184.978458,811.5600648
88,18113.33,2.644787483,134.950905,243.2617759
40,18895.18,2.522962069,182.490006,676.6465414
23,48852.54,3.508974199,192.470522,801.4709595
63,6574.36,11.50651216,149.962093,1316.145864
28,10342.14,10.96319721,95.019486,1270.217581
26,23028.48,5.505247606,245.174977,1339.709597
22,31843.16,14.16961729,169.944668,1624.799349
43,31920.88,10.27782059,207.49737,1400.834009
70,54961.9,3.364993591,245.145743,1149.108155
48,119964.79,9.307770559,127.478341,1387.016004
29,21897.41,1.171557288,182.467607,544.12326
61,72129.01,7.262579715,267.642733,1803.917571
73,16368.02,17.06899012,104.992311,1518.747945
27,59147.78,10.8600084,164.978458,1932.20577
56,65900.37,16.48065356,240.114868,1886.312286
19,69369.36,10.85041661,124.960655,1738.71901
56,23382.74,4.85576672,127.442069,1060.026737
83,25886.2,1.715329149,169.99275600000001,250.9270047
84,99519.26,21.71097206,169.99275600000001,1916.832871
62,93039.69,3.470685398,179.979358,573.9920618
67,37852.37,1.914386255,134.950905,272.9823095
21,54727.46,9.16272705,192.440432,1233.975771
31,47944.46,7.457173484,172.440432,1552.772876
25,18402.27,4.991605214,212.669463,1259.735294
60,43631.75,10.5903229,175.133074,1287.821218
84,31392.97,14.68216127,159.965008,1516.667438
36,10466.23,5.440398012,112.484375,589.9932647
87,20197.89,11.92300936,179.965581,1021.482609
80,99482.26,9.461939857,252.62403,1267.634616
34,48005.75,13.90000955,95.005709,1266.503765
39,50666.54,13.99579075,240.114868,1877.852717
42,6117.38,13.44056701,105.010962,1541.134986
36,7953.27,3.179043613,182.45383,744.2470872
18,101000.3,14.58066686,149.944668,2023.519366
66,10882.02,17.24908083,144.960655,1428.427469
20,69156.25,2.760467902,187.609354,1283.253595
73,19563.77,20.04140358,129.962093,2256.776479
83,27113,8.001673351,129.976324,955.0876357
67,156740.67,1.092219692,192.440432,499.7170655
62,23165.82,14.68600159,172.44408,1562.32774
34,13378.22,4.135515169,117.485813,776.4780765
28,5337.97,9.086633107,159.965008,1118.646915
26,72490.86,9.493585403,167.484705,1781.692875
82,12476.24,5.372758028,129.962093,1086.92093
59,64584.13,13.82188875,139.981577,1551.398147
46,32885.95,2.598489694,124.97808,573.751474
44,80862.03,12.9401487,255.137219,1794.116848
56,49800.1,4.957713222,230.105118,1103.594576
32,6958.83,28.79864005,182.460772,3143.245184
50,19133.76,7.176411327,255.155493,1381.802291
53,23413.1,5.709925704,172.457857,1091.10126
84,11957.82,3.956375328,137.483594,891.9472856
33,31250.41,1.033067819,167.456419,538.1168657
29,9487.91,2.206152519,127.495766,497.9042695
87,13533.47,3.820262172,287.642733,1115.476658
34,46533.08,2.640977982,167.456419,522.7315686
34,47946.16,5.622660986,164.988941,961.5888385
28,14393.72,1.634394387,242.632554,883.9008134
68,4102.64,2.012075635,130.006414,565.3167155
26,11249.18,10.06913982,257.63748,2062.605873
61,18684.74,6.935335786,129.977753,1197.080651
79,75276.52,15.56741347,232.622804,1972.725118
49,78129.73,12.75071284,182.467607,1427.321538
85,97761.18,8.573785357,220.132293,1218.124487
25,20789.86,13.86188691,252.637807,1874.789062
19,34038.71,10.77929667,142.452604,1806.007164
28,16051.94,16.88097916,94.972827,1939.600904
86,24266.04,16.92163398,210.105118,2275.888923
54,28712.86,11.91663193,92.455141,1372.385193
28,18966.81,2.81822785,194.969934,785.6266383
25,67530.44,5.100566529,129.977753,1226.343895
81,38866.92,4.806882153,242.628057,1047.361909
89,44314.39,5.658327457,197.48762,893.5446642
62,26929.55,2.649525158,242.610632,1210.047397
31,50643.95,18.76976086,139.934918,2329.912456
48,4803.58,13.04542381,112.455141,1163.407505
22,21278.71,1.534192133,182.490006,736.9303356
22,16874.68,9.039309605,149.988989,1134.880009
20,20314.7,10.15330548,107.495766,1561.294194
58,146494.7,8.792119046,92.455141,1216.325478
81,28908.4,1.542556879,225.145743,1192.502878
26,159315.5,13.65776694,232.62403,2140.402985
89,47370.85,5.165404738,207.638588,867.2394016
59,59158.79,13.17859958,175.133074,1581.016214
75,39802.79,1.557206083,242.628057,724.6774743
35,50195.66,7.226076469,184.964681,1123.971139
28,52946.65,20.91720893,182.443347,2633.809472
48,7681.82,7.228526307,117.485813,967.7426094
29,17876.13,20.43854626,139.99789,2101.344074
62,21795.58,2.915827364,149.937833,862.3199149
43,5192.16,9.709171662,157.469817,921.1401066
66,60897.92,1.939549257,152.510442,752.1641496
56,35939.37,1.502124145,139.99789,522.7806578
73,24091.33,1.906368477,139.951231,736.161108
21,41209.8,15.60605339,117.439154,2148.889242
48,26695.46,2.084396413,235.137219,1304.999684
82,14185.42,1.781895205,149.977753,292.4731737
22,12765.41,2.050742411,149.991327,655.3814577
34,11386.53,2.447649309,149.97755,660.0908173
56,56131.21,10.81997919,172.456745,1655.780173
25,50560.17,8.650238791,137.439154,1090.76661
44,24202.12,8.878536605,197.494455,1136.118286
59,1668.97,2.359067126,204.961033,673.2665835
63,36973.83,6.811759674,162.482694,831.1303039
76,17218.09,5.207179461,159.964152,729.541703
41,34228.9,9.450195459,169.974105,1163.701618
25,31159.95,10.6312597,129.959755,1720.167182
40,21654.51,3.564836875,119.989722,626.5880936
77,36121.33,1.815836226,179.947583,369.7619068
20,76136.04,8.932053699,167.456419,1197.180331
53,20957.58,7.349620762,240.114868,1164.240281
36,33559.74,14.71424943,194.976769,1651.424177
86,30142.44,7.073151031,245.146969,1489.301457
59,21663.69,1.597765127,139.987503,775.0343206
26,12924.08,8.054118994,197.483972,1808.311421
61,67021.35,14.96135055,190.173699,1942.452213
27,31006.39,22.76986341,197.470195,2847.700412
53,28580.25,2.519975147,149.974105,908.4356314
32,23706.94,5.915247686,204.979684,973.4512833
60,49693.17,7.793733508,152.502178,1097.703155
25,77622.97,20.44846104,225.131966,2936.746847
52,86411.28,10.40161068,202.636202,1883.962411
32,46353.07,11.40192641,127.460067,1808.501398
88,62359.81,7.604093453,162.482694,844.8711719
59,19942.74,12.85397739,104.962874,1215.114995
54,51203.14,1.410971237,169.937833,382.5347203
83,10818.08,8.874920206,159.934918,1043.790368
88,33165.9,6.013261132,217.470195,851.1414085
68,25819.56,9.306233406,245.146969,1762.075547
38,21806.2,4.902104964,177.48762,1350.716866
23,28082.45,1.894776657,162.465269,1052.042079
55,69662.99,5.204111135,147.456419,1159.678094
43,54674.22,1.375013189,134.950905,338.2592054
61,16706.02,1.387575524,127.442069,851.811469
38,31980.81,2.685677496,184.978458,669.0040793
28,41955.27,5.511437756,137.468388,910.210446
84,57107.43,16.58244758,182.443347,1981.954133
22,6769.7,14.17620441,172.487091,1695.851887
34,65191.79,10.81527088,162.500692,1305.953642
28,35947.74,20.01892414,137.439154,1950.886897
83,23022.97,6.956508263,220.114868,1631.872719
86,33529.19,8.274610767,159.994242,954.6181316
79,73378.99,6.786723844,159.964152,957.753476
56,3504.7,3.605888824,275.133571,1057.571757
47,20125.41,10.19243185,194.958118,1277.521575
84,25807.14,3.998433243,124.97808,327.6622533
35,21801.03,4.964368923,92.455141,1193.589255
26,15518.51,5.884557067,229.993134,1252.155771
41,10299.94,1.084656113,147.478341,261.1185652
