"Tenure","Bandwidth_GB_Year","cluster"
-0.752033602453024,-0.671044379252642,2
-0.862601173274484,-0.72636891537433,2
-1.14939231832138,-1.23169064752881,2
-1.19648616295119,-1.31749005930667,2
-1.18076934887309,-1.22407001066992,2
-1.11061026518415,-0.951289797996936,2
-1.18324523500314,-1.1773798029909,2
-1.20232210998817,-1.14868960650315,2
-1.18541813796093,-1.22068708996621,2
-0.705907284669808,-0.715268026186317,2
-0.861811898208558,-0.788974736665513,2
-1.04072466116364,-1.03784090975624,2
-1.09533672888232,-0.950032808352294,2
-0.756187425765395,-0.803159409715688,2
-1.08233611594956,-1.11677795168808,2
-1.18237913184705,-0.981214912645504,2
-0.590454386009775,-0.536351487502949,2
-0.76655297130914,-0.788515623334018,2
-1.00375290090629,-1.0992960695716,2
-1.07991352428921,-1.1093970378576,2
-0.551124130865723,-0.550077566144737,2
-0.743801019372466,-0.890767104753636,2
-1.20735350506011,-1.31043471673684,2
-0.854787358252499,-0.959074466496501,2
-1.07980396682075,-1.00533276335169,2
-0.894398393656541,-0.774366697405067,2
-0.700481891930273,-0.581920430700295,2
-0.828022022484769,-0.985642829999185,2
-0.984445306277123,-1.16470816187613,2
-1.00146281689261,-1.04306494164707,2
-0.849092430546462,-0.809637437147197,2
-0.919327914084704,-0.875218905405543,2
-0.719381167214918,-0.570909927484583,2
-0.780777289999949,-0.855743578791102,2
-0.568662816021139,-0.64868202757933,2
-0.926839329565754,-0.975229658076568,2
-1.02808031278813,-1.12233066151417,2
-0.827391581894973,-0.931351983677976,2
-0.970982885377143,-0.885671837180201,2
-1.16569821745435,-1.12330615724538,2
-1.19313540743386,-1.17248354188084,2
-1.09684009260222,-1.21470340076956,2
-0.713995249857438,-0.736965396656576,2
-0.435597942661768,-0.424548687195284,2
-0.653364051706272,-0.457667366772734,2
-0.813639192275882,-0.790808086062524,2
-1.11265878285245,-0.896320535214741,2
-1.17250745874853,-1.17551561638219,2
-1.00006636106155,-0.880423127612599,2
-1.23475703467991,-1.28200776500041,2
-1.09437791070927,-1.36078701595975,2
-1.04066965792818,-1.01146520400842,2
-1.25241968418265,-1.21674100562414,2
-0.865117292187514,-0.765648699932651,2
-1.19356931715759,-1.00049894150462,2
-0.91781466047407,-0.975295752132406,2
-1.15848082748422,-1.21290948358002,2
-1.18364471683125,-1.12558408815913,2
-0.705263729108995,-0.770480710582492,2
-1.08354030218345,-0.928366951249636,2
-1.16362575864849,-1.33631205170472,2
-1.19581098639353,-1.29689935936067,2
-1.24990733831971,-1.17931308393709,2
-0.603732238689786,-0.633799110080219,2
-0.837093014123019,-0.59665208028257,2
-0.769739309109009,-0.897627180858838,2
-1.15969765336597,-1.17606128869669,2
-0.635336903463919,-0.61005065300487,2
-1.19060055044927,-1.26975954921837,2
-1.0853158604332,-1.20526708251848,2
-1.129870254851,-1.14294332472062,2
-0.853283926499629,-0.801925323158903,2
-1.13452531023266,-1.22710552466136,2
-1.00169483245322,-1.05254240871608,2
-1.25210894294532,-1.20593879553623,2
-0.555576403722711,-0.499013132036118,2
-0.706278472006827,-0.453455973518524,2
-0.702522073158761,-0.849566205524988,2
-0.85393594250253,-0.84919970029156,2
-0.699335939193072,-0.566771631460168,2
-0.500424741056195,-0.449891524084469,2
-1.11825957619006,-0.937850144319404,2
-1.20207995097316,-1.0736706184625,2
-1.11761418861755,-1.00117477479016,2
-0.916757931894943,-0.812445677414256,2
-1.20804826932616,-1.39447159432134,2
-1.04301275838022,-0.899307886323325,2
-0.92753143468446,-0.88775522148641,2
-1.07742628088923,-1.18832742915373,2
-0.965138723520156,-0.941954042697243,2
-1.11389258577677,-0.910694791377482,2
-0.851078540504158,-0.890106253885667,2
-1.11473034667877,-0.791577672829329,2
-0.618450224100786,-0.77092589444357,2
-0.726323246979789,-0.553970442655441,2
-0.697927242684569,-0.831310242968918,2
-1.00793228876879,-1.08125102894192,2
-0.412112745855851,-0.467743334771048,2
-0.327599401417267,-0.0377167303732505,2
-0.950002033885851,-0.80953269201418,2
-0.819923473046595,-1.02784373753223,2
-0.678171655091572,-0.532227272415926,2
-0.535929891997378,-0.402680951156468,2
-0.851525081820704,-0.958659221387133,2
-1.19746963844208,-1.42266832609481,2
-0.76854537781434,-0.661034939118904,2
-1.11729350881888,-1.16375339135733,2
-0.431291934254335,-0.577030473178957,2
-1.06716117870324,-0.882401054296125,2
-0.824033205399596,-0.920151804456054,2
-0.85169858214721,-0.980972738460446,2
-1.22082797834617,-1.29683478198804,2
-1.2458009818616,-1.2429094777808,2
-0.76735852625936,-0.800991615289813,2
-0.72779410043369,-0.72318715937822,2
-1.14927535724757,-1.06425409465699,2
-0.937314976009718,-0.859476505718979,2
-1.25978157938855,-1.00800671190079,2
-0.857074092238185,-1.04256927398063,2
-1.21428832031093,-1.05891900315343,2
-1.05104741945479,-1.16141938105463,2
-1.05801484072452,-0.870941539818199,2
-0.905879086882437,-0.797617191013936,2
-1.17786778168038,-1.13812816804357,2
-0.966875165650318,-1.23905920238632,2
-0.918554294920888,-0.791567551083069,2
-0.739746279893037,-0.437364362374682,2
-0.405888996651486,-0.327004449280378,2
-0.872419149113351,-0.738130114999808,2
-0.888150751228882,-0.868361145234959,2
-1.02486935953395,-0.755786116411714,2
-1.21447639012983,-1.22985064456741,2
-1.22968531791699,-1.29679089221276,2
-0.962750380464535,-0.965573363423011,2
-1.23281477232853,-1.42064241934128,2
-0.86042582124335,-1.03547221841271,2
-1.20791453825841,-1.37204673968655,2
-0.94574843132185,-0.956443348323318,2
-0.945187954980369,-1.1082592608216,2
-0.431954204742648,-0.397865038105522,2
-1.11262885432219,-1.23981180865278,2
-1.04557651784146,-0.848961693507523,2
-0.504774785210029,-0.654565027297049,2
-1.24568991303265,-1.24292918656286,2
-1.16280077368718,-1.12711599091187,2
-0.86765362396346,-0.706017982432501,2
-0.866147737502491,-0.637745209157145,2
-0.519836070870598,-0.683415178538558,2
-1.15666974940785,-1.09824603254916,2
-0.875283982928633,-1.09720025586715,2
-1.24996428043799,-1.11578191648598,2
-0.823281728527246,-0.739718667682359,2
-1.06917525777368,-0.958813850864077,2
-0.588906172000908,-0.753187289533192,2
-0.941121186410192,-0.775124562641494,2
-1.10898114314924,-1.24782587356512,2
-0.835946234325795,-0.689237985463596,2
-0.998059489401331,-1.11364494188285,2
-0.743429027287514,-0.890560631471783,2
-1.09584643757942,-1.19788364994323,2
-0.611531649555742,-0.664683943733142,2
-1.01721924408265,-1.01898251316316,2
-1.13778433443149,-1.20874522877025,2
-0.883299886115476,-0.960978307982864,2
-0.770908051188294,-0.483783944559225,2
-1.18419670062393,-1.20006142901716,2
-0.668489304995088,-0.760768856378302,2
-1.16066210061467,-1.25518639605117,2
-1.07128127256405,-1.17573923741871,2
-1.14621575957031,-1.04537815169027,2
-1.14098445142196,-1.23941137133924,2
-1.15326799102377,-0.95678041222075,2
-0.930687537484276,-1.05858897812308,2
-0.934251078943942,-0.965031127212332,2
-0.958371691935781,-1.10039516729625,2
-0.969376937964949,-1.05435587612785,2
-1.0159549819785,-1.28555448282267,2
-0.833844672158845,-0.738393844628493,2
-1.21256905153191,-1.14032079948398,2
-0.772481046744184,-0.777362125226952,2
-1.03064985645078,-1.02892994427333,2
-1.15444864151943,-1.14675668271701,2
-1.18784436501713,-1.38153635422387,2
-0.788368228796036,-0.982481998410574,2
-0.750797211628771,-0.836227983926406,2
-1.08053448186247,-0.932570050886177,2
-0.861467314446543,-0.650215168517391,2
-1.08051643879361,-1.26690225730966,2
-0.441265365233086,-0.160979552184243,2
-1.25243894810102,-1.15665757754404,2
-0.508395282629037,-0.617869783215593,2
-0.885775752505003,-0.649193966734247,2
-0.937566262031052,-0.748959082071984,2
-0.843648095976814,-0.747544842251413,2
-1.21402223566337,-1.2974586316706,2
-0.789075513359182,-0.54317954229994,2
-0.976611802045636,-0.888273927691542,2
-1.12249206826441,-1.27364126929406,2
-1.06043515110601,-0.993568873929006,2
-1.26252606012505,-1.21141192337831,2
-1.01478615488637,-0.993865604138788,2
-0.786446684733143,-0.741716364238107,2
-1.09050056720949,-1.00254537930912,2
-1.05272380394253,-1.20260192500278,2
-0.947326162410902,-1.08448794683065,2
-1.12063292328982,-0.96458336566706,2
-1.20520355069222,-1.41967914177823,2
-0.988715746073871,-0.76591100961565,2
-0.756078598356091,-0.410795129424107,2
-0.790296577668285,-0.513245307142999,2
-1.25721526462572,-1.29260535908444,2
-1.17840493451321,-1.37843705895374,2
-1.10155018706995,-0.895043218793622,2
-0.965279871240158,-0.704636483731473,2
-0.890634606859404,-0.951969097176334,2
-1.00972958712512,-1.15739963457044,2
-0.771337479509786,-0.703588463141735,2
-0.750935841183577,-0.738531820059892,2
-1.10191559428981,-1.202629302361,2
-1.19938309437225,-1.4118565008742,2
-1.21169621572149,-1.0124762176927,2
-1.22811487788959,-1.07642544076636,2
-1.07495519779586,-1.05806392906678,2
-1.11847063729437,-1.197449494388,2
-0.921208869051884,-1.06656251724554,2
-0.840696929499086,-0.941720872331499,2
-0.3645332473069,-0.478744367868814,2
-0.940353493413183,-0.869710049249773,2
-1.01586425564949,-1.1280919745864,2
-1.1069722096628,-1.23800506147832,2
-0.791694015269142,-0.884012564521428,2
-0.838666326208054,-0.663567822493354,2
-0.610860186864414,-0.672125139131507,2
-0.98430905791397,-0.985011020978785,2
-0.461004011142502,-0.408711615158318,2
-1.24738359956314,-1.4139770317009,2
-0.822206422674871,-0.698695326186741,2
-1.21009077914272,-1.13648303645138,2
-1.03848340980668,-1.19040895444307,2
-1.1446342820544,-1.1147593422107,2
-1.1240838094931,-1.25979128737226,2
-1.10884791149414,-0.832974965235549,2
-0.0927719615305364,-0.133812288721426,2
-0.883321064827181,-0.820307603222971,2
-0.670352324067071,-0.550804002212727,2
-0.639303855456984,-0.826269304906152,2
-0.655668762051454,-0.715721511444335,2
-0.643072480574168,-0.698017918285308,2
-0.911990450088188,-0.765931583498369,2
-1.1804951408851,-1.29782128126872,2
-1.19247012420829,-1.07864552424599,2
-0.690760105025178,-0.82913816308015,2
-1.19052485823358,-1.23033686023703,2
-0.724899637675233,-0.709324353191556,2
-1.08101265351669,-1.01820144098972,2
-1.07921246793806,-1.09140959220183,2
-1.03571222883467,-0.86562714300485,2
-0.967149477521892,-0.909519441059359,2
-1.14601811593602,-0.938102558312594,2
-0.935170077750573,-0.979912055048586,2
-0.89332365581704,-0.769407697484333,2
-1.24269252671961,-1.47483176759702,2
-0.980029048802066,-0.975056973370164,2
-1.25708239113639,-1.18857344822041,2
-1.25350427178893,-1.22591112945328,2
-1.18903819647465,-1.1164397586524,2
-1.21349946822929,-1.19605466352725,2
-1.18133305267733,-1.26543171927383,2
-0.0838959836118498,-0.207762551231785,2
-0.796448362818157,-0.835740780563979,2
-0.577910747451334,-0.687641361101389,2
-0.977017569454292,-0.902198573588234,2
-1.16278559099047,-0.978181893557659,2
-0.916988992498084,-0.83375308769262,2
-1.14847892506816,-1.32334584223946,2
-0.877559050716483,-0.836725957002574,2
-1.10697259414927,-1.19217107537413,2
-1.10694771628209,-1.04001139535213,2
-1.0630030196223,-1.02345872422873,2
-0.601798702445638,-0.639270677903977,2
-1.11944538365266,-1.13037622377796,2
-1.06645158022507,-1.22393513733707,2
-0.654386310753152,-0.5347131749448,2
-1.18320216113474,-1.02899429348454,2
-1.06221845683202,-0.848876452836319,2
-0.729981563391779,-0.813527376296842,2
-1.02264111472638,-1.20510405266482,2
-1.03268807020671,-0.949334281561595,2
-0.86326732909187,-1.00799365553909,2
-0.926237204153005,-0.880919290864342,2
-0.607515197245019,-0.548963793787067,2
-0.680889425003761,-0.834609292061525,2
-0.782559834656777,-0.922642774950923,2
-1.11562336490934,-1.1809763254882,2
-1.20566218266576,-1.44103198263082,2
-1.21026926678865,-1.24271331409171,2
-1.17298114537007,-1.18559314197352,2
-0.870537435535103,-0.950075768230177,2
-0.891084032486329,-0.971092741271071,2
-1.09748787006432,-0.939292906149228,2
-0.769826516859198,-0.808834651656696,2
-0.917002990120265,-0.911322121368432,2
-1.1784260747271,-1.02651291757594,2
-0.953687471210803,-0.917645297842587,2
-1.26137547940652,-1.30335651802935,2
-1.03103066222737,-0.726869409391777,2
-0.660180638443103,-0.857364214558425,2
-0.894986334252453,-0.66816419674867,2
-0.682429822217618,-0.689165245622643,2
-0.895349067954463,-0.756704541674907,2
-1.12204935505966,-1.06727694440774,2
-1.24081160340534,-1.43752434209825,2
-0.484634333346857,-0.675198899174698,2
-1.1744291168678,-1.28968843028057,2
-1.23328384049866,-1.42743174302612,2
-0.959172596403501,-0.987677144039256,2
-1.02367168979184,-0.841794264827335,2
-1.11691233685929,-0.975889479335193,2
-0.9051850583481,-0.963037243871991,2
-0.750443588823006,-0.858316263201968,2
-1.09994029378351,-1.28236621338056,2
-0.854786718387131,-1.08491489745425,2
-0.947857235123503,-0.97227471678212,2
-0.780022300296983,-0.972792198896143,2
-0.776400132874745,-0.693036379529621,2
-0.797397085753609,-0.847119811623476,2
-1.18545816403562,-1.21177902358866,2
-0.754281813291286,-0.626378715993837,2
-0.653370129670926,-0.898695239476832,2
-1.20128748444635,-0.965127407126123,2
-0.547772575062885,-0.519639292368581,2
-1.00308028271341,-1.11529751297456,2
-1.26437579737696,-1.32367697705141,2
-0.750298359049366,-0.837421919379599,2
-1.14928718152089,-1.19702998902973,2
-0.962050248817171,-1.04045210750543,2
-0.946660492278559,-0.737039522580507,2
-1.1024982419663,-1.0549700499994,2
-0.782976602568819,-0.842423346526983,2
-1.20741303088062,-1.28979852425702,2
-0.816321456089054,-0.731354260938965,2
-1.11819403378204,-1.04734012034417,2
-0.216599269127405,-0.113987531457319,2
-1.03428930095648,-0.92003111456393,2
-1.08974753752911,-1.0530571136305,2
-1.15606173118298,-1.14419079940211,2
-1.26661274979919,-1.30610506900557,2
-1.22225008589578,-1.32450652002955,2
-1.16120913630425,-1.0419028302747,2
-1.20580624695413,-1.31314544485365,2
-1.09304763628179,-1.1123225355738,2
-1.24387232156552,-1.14787289849781,2
-1.22958951123848,-1.29365830477615,2
-0.924894692111277,-0.608492568064429,2
-1.04340607931077,-1.00456050417664,2
-0.716965915967535,-0.649622374827076,2
-0.823485371353173,-0.899201318095362,2
-0.981444664554477,-0.994930757428015,2
-0.78146398806721,-0.694438320780976,2
-0.898038617988703,-0.7259132029569,2
-0.667290668118402,-0.664780152718289,2
-0.665753220638511,-0.510893358620228,2
-0.855027894308748,-0.924340417717924,2
-1.19910317059399,-1.19284356915608,2
-1.11279173568206,-0.991169522192026,2
-1.12389802772232,-1.07307242229756,2
-1.09169883370548,-1.14345983232083,2
-1.20548301752644,-0.998626867356158,2
-0.595862417674065,-0.486171965559773,2
-0.812340256502763,-1.01996947563076,2
-1.24766168043838,-1.21512719950728,2
-0.963839886525308,-1.03302377627501,2
-0.921711790751478,-0.837894874321514,2
-0.973187917139819,-0.995753991417697,2
-1.24734534998463,-1.00665531211292,2
-0.789183213818842,-0.572892286521934,2
-1.11033974251058,-1.15549722973231,2
-0.807303934807843,-0.828869996063993,2
-1.24679135954089,-1.22073415972427,2
-1.03241110920932,-1.03801572049153,2
-0.514652154698642,-0.347107428954301,2
-1.03231846343547,-1.10950654445335,2
-0.532753789774371,-0.590765806407136,2
-1.19541223980552,-1.15774840727685,2
-0.938507644704798,-1.13083204327476,2
-1.2323322486822,-1.20815614295487,2
-1.24887439881558,-1.31312298143186,2
-1.23358704962811,-1.21547920125164,2
-0.715504666166719,-0.569008940075321,2
-1.22685454899096,-0.955176306488247,2
-1.23829426806741,-1.41851264262267,2
-1.22812724582157,-1.25244430470669,2
-1.21311737712503,-1.25028928219577,2
-0.896500122975083,-0.794657697930978,2
-0.978553417232946,-1.0532102508603,2
-0.969919855485558,-1.03245713557725,2
-1.21646729858617,-1.24425999686371,2
-1.04807936975872,-1.17202090280086,2
-1.10875994354456,-1.21850826847002,2
-0.948301374222088,-1.01983488830051,2
-0.903636947201751,-0.765193935213422,2
-1.1708685808467,-1.26562026769765,2
-1.23701071700996,-1.38314499737612,2
-0.967895994076224,-1.00451489019467,2
-1.02773902206374,-1.01958839387465,2
-0.749230107599221,-0.796651019791023,2
-1.03819430611596,-0.870839049758447,2
-1.24525753403177,-1.19769065772548,2
-1.00109694047597,-0.724858765384124,2
-0.739885459308508,-0.663475381878407,2
-0.444590131022607,-0.249230046521533,2
-1.21038222352297,-1.13664566388795,2
-1.08198285516692,-1.1068942315686,2
-1.01094396499239,-1.05003605906083,2
-0.532378841526545,-0.208482028055816,2
-0.912321607644436,-0.690240558181671,2
-0.874492565523872,-0.72477183111995,2
-1.01811560231968,-1.16573302453826,2
-0.819580205319734,-0.996307913465631,2
-1.25232153764658,-1.37730010487304,2
-0.970056617215872,-1.07470677429176,2
-1.07827627066973,-1.16286373822981,2
-0.953745601882788,-0.746016493344042,2
-1.12029697695393,-0.934255934141655,2
-1.23402541866889,-1.07093075706882,2
-1.10887597874226,-1.0216760695926,2
-1.25368136682008,-1.39756076436743,2
-1.25320629571443,-1.16255711576225,2
-1.20411584086817,-1.2462105364878,2
-1.09725377652959,-1.13583350135619,2
-0.678580267367369,-0.64539913923499,2
-0.769577411069436,-0.776320715186807,2
-0.896678177615198,-0.95473977134566,2
-0.548622682341121,-0.659615635450776,2
-1.04260539758578,-0.805597848169001,2
-0.992758580578283,-1.11551236000057,2
-1.04902615229867,-1.11407761338205,2
-1.16931611509885,-1.06840035345127,2
-0.920232144821333,-0.967750403283194,2
-1.15447122271618,-1.40240997365752,2
-1.1179423344576,-1.006158181486,2
-1.08314348543998,-0.979357900537742,2
-1.26466183001644,-1.43286064168792,2
-1.03297138466635,-1.14981446546544,2
-1.22473711214996,-1.05786362428891,2
-1.00573631794596,-0.974849529509901,2
-0.772860233532816,-0.768392179602373,2
-0.956528516631797,-0.973589890337213,2
-1.04279511509583,-0.931701307705876,2
-1.18704173533321,-1.37567488258505,2
-0.857169958592076,-0.957891487001939,2
-1.18792783742087,-1.42488799827982,2
-1.11715549186332,-1.08819635761603,2
-0.874097202469805,-0.860856992657225,2
-0.724056978853432,-0.7308263395014,2
-1.16290081542732,-1.30012476548477,2
-1.105148228429,-1.07102601057649,2
-1.19813115289089,-1.29272037761373,2
-0.787498827610466,-0.81375972617834,2
-1.12533556075444,-1.19924882050439,2
-0.754567085466667,-0.944120913220333,2
-0.652192310352618,-0.669600337046399,2
-0.696002045867782,-0.707689800309128,2
-1.21351670428119,-1.13607499270433,2
-1.08547640779715,-1.05593726227176,2
-0.693724050658057,-0.819151408672297,2
-0.758830847632973,-0.89566123333683,2
-1.24879873980331,-1.21843334480477,2
-1.01307610319402,-0.96191470610677,2
-1.15025389734191,-1.00321958489669,2
-1.20863428128769,-1.19777469869588,2
-1.13776003119518,-1.01309191264046,2
-0.837321954699414,-0.947765859343338,2
-1.06378937970817,-1.17644220274089,2
-0.926294328398452,-1.10102953958631,2
-1.20658566279899,-1.28348968269056,2
-1.16216122291967,-0.858087863817123,2
-1.18659163448192,-1.31411798391291,2
-1.17392558067812,-1.03151844851737,2
-1.08746427534249,-1.17254912538772,2
-1.19294727907409,-1.33395795720151,2
-0.959657113654003,-1.12022003900716,2
-0.874966443689033,-0.866125985986513,2
-1.25102905611828,-1.31212432900857,2
-1.0733375420954,-1.07871677687345,2
-1.07946695037432,-0.965736249909292,2
-1.2269075372934,-1.11700731881419,2
-1.03679544613826,-1.14296491979276,2
-1.19067335423251,-1.07398822777697,2
-0.724282447441681,-0.714968953958479,2
-1.15799131591813,-1.1684940805547,2
-1.16053670863393,-1.2374157916603,2
-1.11122773976449,-1.12787715318622,2
-0.580415799567598,-0.622833569675768,2
-0.837890506088895,-0.984054218743301,2
-0.765495479959064,-0.791575244781693,2
-1.16311032054697,-1.15990229579893,2
-0.960525212342942,-0.801767034679152,2
-1.20417356553575,-1.09866955256019,2
-0.383157517759391,-0.22718204236029,2
-1.12882967300216,-0.913375025577219,2
-1.15193284669896,-1.25930858294507,2
-0.551088164154403,-0.603875974112009,2
-1.14529731633473,-1.09389427338522,2
-0.775367263861693,-0.788327696290881,2
-1.26626963757626,-1.15028585544691,2
-1.13613680008153,-1.29655100829072,2
-1.20100121976113,-1.29145565125567,2
-1.06525578549269,-1.0132654613035,2
-1.01265947365476,-0.994429835093081,2
-1.04449713091869,-1.09472173655248,2
-0.85936631386356,-0.987716459100061,2
-0.520786655920158,-0.524810227534339,2
-0.905854749308193,-0.983328776133928,2
-1.10675728020929,-0.864718312785537,2
-0.232115035805111,-0.0654024355459986,2
-1.21298460177108,-1.20233116405748,2
-1.03173380090161,-1.22833733916777,2
-1.23472008684169,-1.06042432816545,2
-1.02962542730731,-1.16442384459084,2
-0.880433490075705,-0.651804201226699,2
-1.05096887212353,-1.06445508218026,2
-1.07911746509988,-1.1125317757134,2
-0.675052108344795,-0.802245905069952,2
-0.916813990454452,-1.00283383283258,2
-0.578953178518659,-0.379513450924808,2
-0.8764734994548,-0.743990105465506,2
-1.2358639110433,-1.39981618838699,2
-0.743615987477009,-0.83797067782227,2
-1.22185561256468,-1.40409828097947,2
-0.680295773269085,-0.800085447411462,2
-1.16570456384479,-1.3663229503379,2
-1.10670561614832,-1.12578900810368,2
-1.03040801793571,-1.13740017653331,2
-0.783681917617286,-0.757328910966987,2
-0.703549125145164,-0.643117936314272,2
-1.17234263075334,-1.30887395737469,2
-0.932958132530006,-1.08812963023605,2
-0.936619411155606,-1.15364329958852,2
-1.09744141213253,-1.18861155580113,2
-1.04096577211547,-1.11772375797033,2
-0.567931543313771,-0.750742345321637,2
-1.02885729574537,-1.11560949494772,2
-0.969620452798698,-0.916145944564767,2
-0.632392637094645,-0.507322536590738,2
-1.00891867129813,-1.26621953296318,2
-0.897103634384624,-0.577718353809035,2
-1.01076283430919,-0.953819007725246,2
-0.943156252913435,-0.841042010733033,2
-0.949111735083098,-0.944391325242465,2
-1.00242178599372,-1.10156631937083,2
-1.086723597484,-0.864258113559387,2
-0.434804702094514,-0.520983099130734,2
-1.20269778447562,-1.28412519308791,2
-0.590121408316402,-0.722432194436915,2
-0.855623347650169,-0.714050755666947,2
-0.211333537545852,-0.371282578106905,2
-1.24629959157958,-1.12648022695606,2
-0.895002086588173,-0.837899631116684,2
