"","Churn","Techie","Phone","Multiple","OnlineBackup","DeviceProtection","StreamingTV","StreamingMovies","Tenure","ContractMonth-to-month","ContractOne year","ContractTwo Year","InternetServiceDSL","InternetServiceFiber Optic","InternetServiceNone","PaymentMethodBank Transfer(automatic)","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check"
"25","No",0,0,0,1,0,1,1,11.08287797,0,0,1,0,1,0,0,1,0,0
"26","No",0,1,1,1,0,0,0,3.586184954,0,0,1,0,0,1,0,0,1,0
"27","Yes",0,1,0,1,0,1,1,4.727388465,1,0,0,0,1,0,0,0,1,0
"28","Yes",0,1,1,0,1,1,1,3.471329958,0,1,0,0,1,0,0,0,0,1
"29","Yes",0,1,1,1,0,0,0,5.478588204,1,0,0,1,0,0,0,0,0,1
"30","No",0,1,1,0,1,0,0,7.161561527,0,1,0,1,0,0,0,0,1,0
"31","No",0,1,0,1,0,0,1,9.847563364,0,0,1,0,1,0,0,1,0,0
"32","No",0,1,0,1,1,0,0,16.04202196,0,0,1,0,1,0,0,0,1,0
"33","No",0,1,0,1,1,1,0,9.179779682,1,0,0,0,1,0,0,0,0,1
"34","No",0,1,0,0,0,0,0,3.002844144,1,0,0,1,0,0,0,0,1,0
"35","Yes",0,1,1,0,0,1,1,3.924254455,0,0,1,0,1,0,0,1,0,0
"36","No",0,1,1,0,0,0,1,18.55959629,0,0,1,0,1,0,0,0,1,0
"37","Yes",0,1,1,0,0,1,1,8.798394712,0,0,1,0,1,0,0,1,0,0
"38","Yes",0,1,1,1,1,1,1,10.377366,1,0,0,0,0,1,0,0,1,0
"39","Yes",0,1,0,1,0,0,1,22.25746016,1,0,0,0,1,0,1,0,0,0
"40","Yes",1,1,1,1,1,0,0,9.427146079,1,0,0,0,1,0,0,1,0,0
"41","No",0,1,0,0,0,0,0,11.56938439,1,0,0,0,0,1,0,0,1,0
"42","Yes",0,1,1,0,1,0,1,3.343811019,1,0,0,1,0,0,1,0,0,0
"43","Yes",0,1,0,0,1,1,1,7.338869531,1,0,0,0,0,1,0,1,0,0
"44","No",0,1,0,0,1,1,0,5.486534225,1,0,0,0,1,0,0,0,1,0
"45","Yes",0,1,1,0,1,0,0,12.07970325,1,0,0,0,1,0,0,0,0,1
"46","No",0,1,0,0,1,1,0,13.98666226,0,1,0,1,0,0,0,0,0,1
"47","Yes",0,1,0,1,0,0,0,9.563362997,1,0,0,1,0,0,0,0,1,0
"48","Yes",0,1,1,0,0,1,1,15.72071086,0,0,1,0,0,1,0,1,0,0
"49","No",0,1,0,1,0,0,1,2.871017037,0,1,0,1,0,0,0,0,0,1
"50","No",0,1,1,0,1,1,0,2.344875382,1,0,0,0,1,0,0,0,1,0
"51","Yes",0,1,0,1,0,0,1,7.960490246,1,0,0,1,0,0,0,0,0,1
"52","No",0,1,0,0,1,0,0,12.25062113,1,0,0,0,0,1,0,0,0,1
"53","No",1,1,0,0,1,0,1,9.634946079,1,0,0,0,0,1,0,0,1,0
"54","No",0,1,1,1,1,1,0,7.916533093,0,0,1,1,0,0,1,0,0,0
"55","Yes",0,1,1,0,1,1,1,4.471254161,1,0,0,0,1,0,1,0,0,0
"56","Yes",0,1,0,0,0,1,1,10.79028074,1,0,0,0,1,0,1,0,0,0
"57","No",0,1,1,0,0,1,0,12.24190682,1,0,0,1,0,0,0,0,1,0
"58","Yes",1,1,0,0,1,1,1,2.203859443,1,0,0,1,0,0,0,1,0,0
"59","Yes",1,1,1,1,0,1,1,3.7311787,0,1,0,1,0,0,1,0,0,0
"60","No",0,1,0,1,0,0,0,7.980015371,0,0,1,0,1,0,1,0,0,0
"61","Yes",0,1,0,1,1,1,1,9.190009376,1,0,0,0,1,0,0,0,1,0
"62","Yes",0,1,1,1,1,0,1,2.378630018,1,0,0,0,1,0,1,0,0,0
"63","Yes",0,1,1,1,1,1,1,5.43464555,0,1,0,1,0,0,0,0,1,0
"64","Yes",0,0,0,0,1,1,1,1.092361222,0,0,1,0,0,1,0,0,1,0
"65","Yes",0,1,1,0,0,1,1,24.64873861,1,0,0,0,1,0,0,0,0,1
"66","No",0,1,0,0,1,0,0,9.677739656,1,0,0,0,1,0,0,1,0,0
"67","Yes",0,1,0,0,0,1,1,9.82814183,0,1,0,1,0,0,0,0,1,0
"68","No",1,1,1,0,1,0,0,7.832238337,1,0,0,0,1,0,0,1,0,0
"69","No",0,1,1,0,0,0,1,19.45250317,0,0,1,0,1,0,0,0,0,1
"70","No",0,1,0,0,1,0,0,14.34766616,1,0,0,1,0,0,0,1,0,0
"71","No",0,1,1,1,1,0,0,2.257358355,0,1,0,0,1,0,1,0,0,0
"72","No",1,1,0,1,0,0,0,4.650578623,1,0,0,0,0,1,1,0,0,0
"73","Yes",0,1,1,0,0,1,1,3.721772616,1,0,0,0,0,1,0,0,1,0
"74","Yes",0,1,0,0,0,1,1,3.76663012,1,0,0,1,0,0,0,0,1,0
"75","No",0,1,0,1,0,0,0,4.151256695,0,1,0,0,1,0,1,0,0,0
"76","Yes",0,1,1,0,1,0,1,2.188918771,1,0,0,0,1,0,0,0,0,1
"77","Yes",0,0,0,1,1,1,1,13.85488928,1,0,0,1,0,0,0,0,0,1
"78","No",0,1,0,0,0,0,1,3.273341151,0,0,1,0,1,0,0,0,1,0
"79","No",0,1,1,0,1,0,1,18.38404445,0,0,1,1,0,0,0,0,0,1
"80","Yes",0,1,0,1,1,1,1,4.672610857,1,0,0,0,1,0,0,1,0,0
"81","No",0,1,0,0,1,0,0,6.796299371,1,0,0,0,1,0,0,0,1,0
"82","Yes",0,1,0,1,1,1,0,12.97632235,1,0,0,0,1,0,0,0,0,1
"83","No",0,1,0,1,1,0,0,20.31163945,1,0,0,0,1,0,0,0,0,1
"84","No",0,1,1,0,1,1,0,6.998814446,0,1,0,0,1,0,0,0,1,0
"85","Yes",0,0,0,1,1,1,1,14.46288204,1,0,0,0,0,1,0,1,0,0
"86","No",0,1,1,0,1,1,0,11.13472066,0,1,0,0,1,0,1,0,0,0
"87","No",0,1,0,1,0,0,1,17.22596021,0,0,1,0,1,0,0,0,1,0
"88","Yes",0,0,1,1,1,1,0,22.79214163,1,0,0,0,1,0,0,0,0,1
"89","Yes",0,1,1,1,1,1,0,3.823689744,1,0,0,0,1,0,0,0,1,0
"90","Yes",0,1,1,1,0,1,1,10.77094687,1,0,0,1,0,0,0,1,0,0
"91","Yes",0,1,1,1,0,1,0,13.08671185,1,0,0,0,0,1,1,0,0,0
"92","Yes",0,1,1,0,1,1,0,9.473091121,1,0,0,0,1,0,0,0,1,0
"93","No",0,1,0,0,0,1,0,5.197446331,1,0,0,0,1,0,1,0,0,0
"94","Yes",0,1,1,0,1,0,1,6.577552683,0,0,1,0,1,0,0,1,0,0
"95","Yes",0,1,0,0,0,0,1,3.174571918,1,0,0,0,1,0,0,0,0,1
"96","No",0,1,0,0,0,0,0,17.88002366,1,0,0,0,1,0,1,0,0,0
"97","Yes",1,1,0,1,0,1,0,13.12190056,1,0,0,0,1,0,0,0,0,1
"98","No",1,1,0,1,0,1,0,23.34617699,1,0,0,0,1,0,0,1,0,0
"99","No",1,1,1,0,1,0,0,6.311709178,0,1,0,1,0,0,0,0,0,1
"100","No",0,1,1,1,1,1,1,12.58298231,0,0,1,0,1,0,0,0,1,0
"101","Yes",0,1,0,0,0,0,1,7.120096363,1,0,0,1,0,0,0,0,1,0
"102","Yes",1,1,0,1,0,1,1,9.344886869,0,0,1,0,0,1,0,0,1,0
"103","No",1,1,1,1,0,0,0,22.37815032,0,0,1,1,0,0,0,1,0,0
"104","Yes",0,1,1,1,1,1,1,4.799514433,0,1,0,0,0,1,0,1,0,0
"105","No",1,1,0,1,0,0,0,10.04672315,1,0,0,0,0,1,0,0,0,1
"106","No",0,1,0,0,1,1,1,8.156552837,1,0,0,0,0,1,1,0,0,0
"107","No",0,1,1,0,1,1,0,7.992791229,0,0,1,0,0,1,0,1,0,0
"108","No",1,1,1,0,0,0,0,7.231032028,0,0,1,1,0,0,1,0,0,0
"109","Yes",0,1,1,0,1,1,1,4.627672042,1,0,0,0,0,1,0,0,1,0
"110","No",0,1,0,0,1,0,0,4.171044392,0,0,1,1,0,0,0,0,1,0
"111","Yes",0,1,1,0,1,1,1,4.568682641,1,0,0,0,0,1,0,0,0,1
"112","Yes",0,1,0,0,1,0,1,6.085030507,1,0,0,1,0,0,0,0,0,1
"113","No",0,1,0,0,0,0,1,2.730250735,1,0,0,0,1,0,0,0,0,1
"114","Yes",0,1,1,1,0,1,0,8.574901206,1,0,0,1,0,0,1,0,0,0
"115","Yes",0,1,1,0,1,1,1,9.743201772,1,0,0,0,1,0,0,0,0,1
"116","No",0,1,0,0,0,0,0,9.482919033,1,0,0,0,1,0,1,0,0,0
"117","Yes",0,0,1,0,1,1,1,14.64011644,0,1,0,0,1,0,0,0,0,1
"118","Yes",1,1,1,0,1,1,0,11.71637124,1,0,0,1,0,0,0,0,1,0
"119","No",0,1,1,0,1,0,0,4.13273503,0,0,1,0,1,0,0,0,1,0
"120","Yes",0,1,1,1,0,1,0,2.887429547,1,0,0,0,1,0,1,0,0,0
"121","No",0,1,0,1,1,0,1,3.303030246,1,0,0,0,1,0,1,0,0,0
"122","Yes",0,1,0,1,0,0,1,3.237560234,1,0,0,0,0,1,0,0,1,0
"123","Yes",0,1,0,1,0,1,1,3.180102025,0,0,1,0,0,1,0,0,0,1
"124","No",0,0,0,0,0,0,0,15.85983755,0,0,1,1,0,0,0,0,1,0
"125","Yes",0,1,1,1,0,1,1,11.73724209,1,0,0,0,1,0,1,0,0,0
"126","Yes",0,1,0,1,0,0,1,7.006240694,1,0,0,0,0,1,0,1,0,0
"127","Yes",0,1,1,0,0,0,1,5.562130367,0,1,0,1,0,0,0,1,0,0
"128","No",0,1,0,0,0,1,1,14.53027663,0,1,0,0,1,0,0,1,0,0
"129","No",1,1,0,1,0,1,0,5.905906389,1,0,0,0,1,0,0,0,0,1
"130","Yes",0,1,1,1,0,0,1,3.260462654,1,0,0,1,0,0,0,0,0,1
"131","No",0,1,1,1,1,0,1,18.91276578,0,1,0,0,1,0,0,0,1,0
"132","No",0,1,0,0,0,1,1,14.25617986,0,0,1,0,1,0,0,0,0,1
"133","Yes",1,1,0,0,0,1,1,7.983887266,0,1,0,0,0,1,1,0,0,0
"134","No",1,1,0,1,0,1,0,5.969967132,0,0,1,0,1,0,0,0,1,0
"135","Yes",0,1,1,0,1,1,1,19.95277818,0,0,1,0,1,0,0,0,1,0
"136","No",0,1,0,1,1,0,0,14.85781115,0,1,0,0,0,1,0,1,0,0
"137","Yes",0,1,0,0,1,0,1,2.600063739,1,0,0,0,1,0,0,1,0,0
"138","No",0,1,0,1,0,1,0,5.972864167,0,0,1,1,0,0,0,0,0,1
"139","Yes",0,1,0,0,1,1,1,16.00330155,0,0,1,0,0,1,0,0,0,1
"140","No",0,1,0,0,0,0,1,12.63074989,0,0,1,0,1,0,0,0,1,0
"141","No",0,1,0,0,0,1,0,8.4944392,1,0,0,0,1,0,0,0,0,1
"142","Yes",0,1,0,0,0,0,1,8.044444101,1,0,0,0,1,0,0,0,1,0
"143","Yes",0,1,0,0,1,1,1,10.21634248,0,1,0,0,0,1,1,0,0,0
"144","Yes",0,1,0,0,1,0,1,13.88004531,1,0,0,0,1,0,0,1,0,0
"145","No",0,1,1,0,0,1,0,19.48900163,0,1,0,0,1,0,0,0,1,0
"146","Yes",0,1,1,1,0,1,0,10.01771765,0,0,1,0,1,0,0,0,1,0
"147","Yes",1,1,0,0,1,1,0,12.64742067,1,0,0,0,1,0,0,0,1,0
"148","No",0,1,0,0,0,1,0,8.850426839,0,0,1,1,0,0,0,0,0,1
"149","Yes",0,1,0,0,0,1,1,3.701557118,0,1,0,0,1,0,1,0,0,0
"150","No",0,1,1,1,1,0,1,2.976033785,0,1,0,0,0,1,0,0,0,1
"151","Yes",0,1,1,0,0,1,1,15.64596698,1,0,0,0,1,0,0,0,0,1
"152","Yes",0,1,1,0,0,1,1,23.00764441,1,0,0,0,1,0,0,1,0,0
"153","No",0,1,0,1,1,0,0,17.24924155,0,1,0,1,0,0,0,0,0,1
"154","Yes",0,1,1,0,0,1,1,13.01107597,1,0,0,0,1,0,0,1,0,0
"155","Yes",0,1,1,1,1,0,1,5.104082209,0,0,1,1,0,0,1,0,0,0
"156","No",0,1,1,1,0,0,0,3.521499924,0,0,1,1,0,0,0,0,0,1
"157","Yes",0,1,0,1,1,0,1,1.875430489,1,0,0,0,0,1,0,1,0,0
"158","No",0,1,0,0,0,0,0,5.587484456,0,1,0,0,0,1,1,0,0,0
"159","No",0,1,0,0,1,0,1,7.007695148,0,0,1,1,0,0,0,0,0,1
"160","No",0,1,0,0,0,1,0,1.408375942,0,1,0,1,0,0,1,0,0,0
"161","Yes",0,1,0,0,1,1,1,11.64983735,1,0,0,0,1,0,0,0,1,0
"162","Yes",1,1,0,1,0,0,1,2.964559883,0,0,1,1,0,0,0,0,1,0
"163","Yes",0,1,1,1,0,0,1,3.892407013,1,0,0,0,1,0,1,0,0,0
"164","Yes",0,1,0,0,0,1,1,3.226996711,0,0,1,0,1,0,0,1,0,0
"165","No",0,1,0,1,0,0,1,15.87685513,0,1,0,0,0,1,1,0,0,0
"166","No",0,1,0,0,1,0,1,5.874064017,0,0,1,1,0,0,0,0,0,1
"167","No",0,1,0,1,0,0,0,2.905283283,1,0,0,0,0,1,0,1,0,0
"168","Yes",0,1,1,0,1,1,1,1.474810061,1,0,0,0,1,0,0,0,1,0
"169","Yes",0,1,1,1,1,0,1,18.56165869,1,0,0,0,0,1,0,0,1,0
"170","Yes",0,1,1,1,0,1,1,12.39088509,1,0,0,1,0,0,1,0,0,0
"171","Yes",0,1,1,0,0,1,1,17.72593456,0,1,0,0,1,0,0,0,1,0
"172","No",0,1,0,1,1,1,0,3.043063167,1,0,0,0,1,0,1,0,0,0
"173","Yes",0,1,1,0,1,0,1,4.648958177,1,0,0,0,0,1,0,0,1,0
"174","No",1,1,1,1,0,1,0,8.038308899,0,0,1,0,1,0,0,1,0,0
"175","No",0,1,1,1,0,0,0,1.416592892,0,1,0,1,0,0,1,0,0,0
"176","No",0,1,0,1,1,1,1,19.83504645,1,0,0,0,0,1,0,0,1,0
"177","No",0,1,0,0,0,1,0,15.94935291,1,0,0,0,0,1,0,1,0,0
"178","No",0,1,1,0,0,0,0,11.94550648,1,0,0,1,0,0,0,0,1,0
"179","No",0,1,1,0,0,0,0,21.29342532,0,0,1,1,0,0,1,0,0,0
"180","No",1,1,1,1,1,1,0,4.95598008,0,1,0,1,0,0,1,0,0,0
"181","Yes",0,1,1,0,0,0,1,2.73951266,1,0,0,1,0,0,1,0,0,0
"182","Yes",0,0,0,1,1,1,1,4.973046104,0,1,0,0,1,0,0,0,1,0
"183","Yes",0,1,1,0,1,1,1,10.28430068,1,0,0,0,1,0,0,1,0,0
"184","Yes",0,1,1,0,0,0,1,6.945736396,1,0,0,1,0,0,0,1,0,0
"185","No",0,1,1,0,0,0,0,9.999416271,1,0,0,1,0,0,1,0,0,0
"186","Yes",0,1,1,0,0,0,1,6.035737465,1,0,0,0,1,0,1,0,0,0
"187","No",0,0,0,1,1,0,0,9.004964377,1,0,0,1,0,0,0,1,0,0
"188","Yes",0,1,1,0,1,1,1,5.071456681,0,1,0,1,0,0,0,1,0,0
"189","Yes",0,1,1,1,1,0,0,12.02106494,1,0,0,0,1,0,1,0,0,0
"190","Yes",1,1,1,1,1,1,1,5.049303717,1,0,0,1,0,0,1,0,0,0
"191","Yes",0,1,1,0,0,1,1,15.31997698,0,0,1,1,0,0,1,0,0,0
"192","No",0,1,1,0,1,0,0,16.0708543,1,0,0,0,1,0,0,0,0,1
"193","No",0,1,0,0,0,0,1,7.873371451,0,0,1,0,0,1,0,0,1,0
"194","No",1,1,0,1,1,1,0,23.62866494,0,0,1,0,0,1,0,0,1,0
"195","Yes",0,1,1,1,1,1,1,25.8634566,1,0,0,1,0,0,0,0,1,0
"196","No",1,1,1,1,0,0,0,12.84490034,1,0,0,0,1,0,0,0,0,1
"197","Yes",1,0,1,0,1,1,0,16.59325254,1,0,0,1,0,0,0,1,0,0
"198","No",0,1,0,1,0,0,1,12.00925702,1,0,0,0,1,0,0,0,1,0
"199","No",0,1,1,0,0,0,0,2.861423443,1,0,0,0,0,1,0,1,0,0
"200","Yes",1,1,1,0,0,1,0,14.20349453,1,0,0,1,0,0,0,0,1,0
"201","Yes",0,1,0,0,0,1,1,4.98152586,1,0,0,0,1,0,0,0,1,0
"202","No",0,1,1,1,1,0,0,23.12150846,1,0,0,0,0,1,0,1,0,0
"203","No",1,1,0,0,0,1,1,6.307178205,0,0,1,1,0,0,0,1,0,0
"204","No",0,1,1,1,0,0,0,12.73622643,0,1,0,0,0,1,1,0,0,0
"205","No",0,1,1,1,0,0,0,12.00466914,0,0,1,0,0,1,0,0,1,0
"206","Yes",0,1,0,1,1,1,1,15.28108311,1,0,0,0,0,1,1,0,0,0
"207","Yes",0,0,0,0,1,1,1,9.740709475,1,0,0,0,0,1,0,0,1,0
"208","Yes",0,1,0,0,1,1,1,1.213704886,0,0,1,1,0,0,0,0,1,0
"209","No",0,1,0,1,0,0,0,11.86252419,1,0,0,0,1,0,1,0,0,0
"210","No",0,1,0,1,1,0,0,2.416685985,0,1,0,1,0,0,0,0,1,0
"211","No",1,1,0,1,1,0,0,6.73327535,1,0,0,0,0,1,0,0,1,0
"212","Yes",0,1,1,0,0,1,1,6.549035393,0,0,1,1,0,0,0,1,0,0
"213","Yes",0,1,0,1,1,1,1,10.57197066,1,0,0,0,1,0,1,0,0,0
"214","No",0,1,1,0,1,1,0,10.23679934,0,0,1,1,0,0,0,0,1,0
"215","Yes",0,0,0,1,1,1,1,14.96503088,1,0,0,1,0,0,0,0,0,1
"216","Yes",0,1,1,1,1,1,1,23.79323993,0,1,0,0,1,0,0,0,0,1
"217","Yes",0,1,1,1,1,1,1,11.45675389,1,0,0,0,1,0,0,1,0,0
"218","Yes",0,1,0,0,0,1,1,11.04076215,1,0,0,0,0,1,0,0,1,0
"219","Yes",0,0,1,0,0,1,1,7.425503428,1,0,0,1,0,0,0,1,0,0
"220","Yes",0,1,1,1,1,0,1,2.411712843,0,1,0,0,0,1,0,0,0,1
"221","No",0,1,1,0,0,0,1,2.009542213,0,1,0,0,1,0,1,0,0,0
"222","Yes",0,1,0,0,0,1,1,9.068119482,1,0,0,0,0,1,0,0,0,1
"223","Yes",0,1,1,0,0,0,0,1.926789854,1,0,0,0,1,0,0,0,1,0
"224","No",0,1,1,1,0,0,0,11.77389421,0,0,1,0,0,1,0,0,1,0
"225","No",0,1,1,0,1,0,0,2.585228303,0,1,0,0,1,0,0,0,0,1
"226","No",0,1,1,0,0,1,1,9.517703088,0,1,0,0,1,0,0,1,0,0
"227","No",0,1,0,0,0,1,0,9.532523799,0,0,1,0,1,0,0,0,0,1
"228","No",0,1,0,0,1,1,1,23.103996,1,0,0,0,1,0,0,0,0,1
"229","Yes",0,1,0,1,0,0,0,5.104873611,1,0,0,0,1,0,0,0,0,1
"230","Yes",0,1,0,0,0,1,0,21.17839683,0,1,0,0,1,0,0,0,0,1
"231","Yes",0,1,1,0,0,1,1,3.778174405,1,0,0,0,1,0,1,0,0,0
"232","Yes",1,1,0,0,0,1,1,11.58276897,1,0,0,1,0,0,0,0,0,1
"233","Yes",1,1,1,1,0,1,1,11.62258922,0,1,0,0,0,1,0,0,0,1
"234","No",0,1,1,0,0,0,1,20.78013031,0,1,0,0,0,1,0,0,0,1
"235","Yes",0,1,1,0,0,0,1,3.940297464,1,0,0,1,0,0,1,0,0,0
"236","No",1,1,0,0,1,0,0,11.38099891,1,0,0,0,1,0,0,1,0,0
"237","No",0,1,0,0,0,1,0,12.75609778,1,0,0,1,0,0,1,0,0,0
"238","Yes",0,1,1,1,1,0,1,6.253919786,0,0,1,1,0,0,0,0,1,0
"239","No",0,1,1,1,0,0,0,18.9537053,0,1,0,0,1,0,0,0,1,0
"240","No",0,1,1,1,0,0,1,9.640061615,0,0,1,1,0,0,0,0,1,0
"241","Yes",0,1,1,0,1,0,0,5.201330266,1,0,0,0,0,1,1,0,0,0
"242","Yes",0,1,1,1,1,0,1,12.42120946,1,0,0,1,0,0,0,0,1,0
"243","No",0,1,1,0,0,0,0,14.86764776,0,0,1,0,1,0,0,0,1,0
"244","No",0,1,0,1,1,1,0,18.35541838,1,0,0,0,0,1,0,0,1,0
"245","Yes",1,1,0,0,1,1,1,7.62779591,1,0,0,0,1,0,0,0,0,1
"246","No",0,1,1,1,0,0,1,4.439685675,0,1,0,0,1,0,0,0,0,1
"247","No",1,1,0,0,1,0,1,11.16903388,0,1,0,0,0,1,0,0,1,0
"248","Yes",1,0,1,1,1,1,1,14.14101821,1,0,0,1,0,0,0,0,1,0
"249","Yes",0,1,1,1,0,0,1,3.212400569,0,0,1,0,1,0,0,0,1,0
"250","No",0,1,0,0,1,0,1,16.84928353,1,0,0,0,1,0,0,1,0,0
"251","Yes",0,1,1,0,0,1,0,3.834727471,1,0,0,0,0,1,0,0,1,0
"252","No",0,1,0,0,0,1,0,6.198230305,0,0,1,0,0,1,1,0,0,0
"253","No",0,1,0,1,1,0,1,4.216732972,0,0,1,1,0,0,1,0,0,0
"254","No",0,0,0,0,1,0,1,4.355064781,0,1,0,0,0,1,0,0,0,1
"255","No",0,1,0,0,1,1,0,4.030250374,0,0,1,1,0,0,0,0,1,0
"256","No",0,1,0,1,1,0,0,9.915959247,0,1,0,0,0,1,0,0,1,0
"257","Yes",1,1,1,1,0,0,1,9.821728297,1,0,0,0,0,1,0,1,0,0
"258","No",0,1,0,0,1,0,0,9.183905417,1,0,0,0,1,0,0,0,1,0
"259","No",0,1,0,0,1,0,1,8.892893007,1,0,0,0,1,0,0,0,1,0
"260","No",0,1,0,0,0,0,0,7.661226872,1,0,0,0,0,1,0,1,0,0
"261","No",0,1,0,0,1,0,1,12.4767812,1,0,0,1,0,0,1,0,0,0
"262","Yes",0,1,1,0,1,0,1,2.462148717,1,0,0,0,1,0,0,0,1,0
"263","Yes",0,1,0,0,0,1,1,14.09942339,0,1,0,0,1,0,0,0,0,1
"264","No",0,1,1,0,0,1,1,3.999030359,0,1,0,0,0,1,0,1,0,0
"265","No",0,1,0,0,0,0,0,3.115945151,0,1,0,0,1,0,0,1,0,0
"266","No",0,1,0,1,0,0,0,13.67931764,1,0,0,0,1,0,0,0,0,1
"267","Yes",0,0,1,0,1,1,0,14.6728104,1,0,0,0,1,0,0,1,0,0
"268","No",0,1,0,0,1,1,0,5.953547112,1,0,0,1,0,0,0,0,1,0
"269","Yes",0,1,0,0,0,1,1,11.74635394,1,0,0,1,0,0,1,0,0,0
"270","No",1,1,0,0,0,0,0,5.954024226,0,0,1,0,0,1,0,0,1,0
"271","No",0,1,1,1,0,0,1,21.08265979,0,0,1,0,0,1,0,0,0,1
"272","Yes",0,1,1,0,1,1,1,11.10356439,1,0,0,0,0,1,0,0,0,1
"273","Yes",0,1,0,0,1,1,1,9.734064703,1,0,0,1,0,0,0,1,0,0
"274","Yes",1,1,1,0,0,1,0,2.423722078,1,0,0,0,0,1,0,1,0,0
"275","No",0,1,0,0,0,1,1,13.66061487,0,1,0,1,0,0,0,0,0,1
"276","Yes",0,1,1,0,0,0,0,6.485034974,1,0,0,1,0,0,0,0,1,0
"277","Yes",1,1,1,0,0,1,1,1.14113241,0,1,0,0,1,0,0,0,0,1
"278","No",0,1,0,0,1,0,0,7.69213424,0,0,1,1,0,0,0,0,0,1
"279","Yes",0,1,1,1,0,0,1,13.73012915,1,0,0,0,1,0,0,0,1,0
"280","Yes",0,1,0,1,1,1,1,5.690013293,1,0,0,0,1,0,1,0,0,0
"281","No",0,1,0,0,1,0,0,6.68894661,0,0,1,0,0,1,1,0,0,0
"282","No",1,1,0,1,0,0,1,9.475983046,0,1,0,0,1,0,0,0,1,0
"283","Yes",0,1,1,1,1,0,1,4.893221514,1,0,0,1,0,0,0,1,0,0
"284","Yes",0,1,1,0,1,1,1,8.381515693,1,0,0,1,0,0,1,0,0,0
"285","No",0,1,0,1,0,1,1,14.53315436,0,0,1,1,0,0,0,1,0,0
"286","Yes",0,1,0,0,1,1,1,13.62832619,0,0,1,1,0,0,0,0,1,0
"287","Yes",0,0,1,0,0,1,0,1.281566108,1,0,0,0,0,1,0,0,1,0
"288","Yes",0,1,0,1,0,0,0,3.365552603,1,0,0,0,1,0,1,0,0,0
"289","No",0,1,1,0,0,0,1,10.9750814,0,0,1,0,1,0,0,0,1,0
"290","Yes",0,1,0,0,1,1,0,7.825845378,1,0,0,0,1,0,0,1,0,0
"291","No",0,1,0,1,0,0,0,14.66914461,0,0,1,1,0,0,0,0,1,0
"292","Yes",0,1,0,1,0,0,1,5.388165017,1,0,0,0,1,0,0,0,0,1
"293","No",0,1,0,0,0,0,0,2.810825808,0,0,1,0,0,1,0,0,1,0
"294","No",0,1,0,0,0,1,1,2.051069457,0,0,1,0,0,1,0,0,0,1
"295","No",0,1,1,0,0,1,1,6.10108047,0,1,0,0,0,1,0,0,0,1
"296","No",0,1,1,0,0,1,0,10.16660427,0,0,1,0,0,1,0,0,0,1
