"","Churn","Techie","Phone","Multiple","OnlineBackup","DeviceProtection","StreamingTV","StreamingMovies","Tenure","ContractMonth-to-month","ContractOne year","ContractTwo Year","InternetServiceDSL","InternetServiceFiber Optic","InternetServiceNone","PaymentMethodBank Transfer(automatic)","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check"
"48","No",0,1,0,0,1,1,0,-0.77674534591334,0,1,0,1,0,0,0,0,0,1
"49","Yes",0,1,0,1,0,0,0,-0.944021705880091,1,0,0,1,0,0,0,0,1,0
"50","No",0,1,0,0,1,0,1,-1.0510597631082,0,0,1,0,0,1,0,0,0,1
"51","Yes",0,1,1,0,0,1,1,-0.711168652914116,0,0,1,0,0,1,0,1,0,0
"52","No",0,1,1,0,1,1,0,-1.21700398921837,1,0,0,0,1,0,0,0,1,0
"53","Yes",0,1,0,1,0,0,1,-1.0046377084011,1,0,0,1,0,0,0,0,0,1
"54","No",0,1,0,0,1,0,0,-0.842397390623064,1,0,0,0,0,1,0,0,0,1
"55","No",1,1,0,0,1,0,1,-0.941314641157538,1,0,0,0,0,1,0,0,1,0
"56","No",0,1,1,1,1,1,0,-1.00630004054531,0,0,1,1,0,0,1,0,0,0
"57","Yes",0,1,1,0,1,1,1,-1.13659050577244,1,0,0,0,1,0,1,0,0,0
"58","Yes",0,1,0,0,0,1,1,-0.897623232291744,1,0,0,0,1,0,1,0,0,0
"59","No",0,1,1,0,0,1,0,-0.842726940574299,1,0,0,1,0,0,0,0,1,0
"60","Yes",1,1,0,0,1,1,1,-1.22233680338506,1,0,0,1,0,0,0,1,0,0
"61","Yes",0,1,0,1,0,1,1,-0.401045292206369,0,1,0,0,0,1,0,0,1,0
"62","No",0,1,0,1,0,0,0,-1.00389932475493,0,0,1,0,1,0,1,0,0,0
"63","Yes",0,1,0,1,1,1,1,-0.958140857894899,1,0,0,0,1,0,0,0,1,0
"64","Yes",0,1,1,1,1,0,1,-1.2157274867015,1,0,0,0,1,0,1,0,0,0
"65","Yes",0,1,1,1,1,1,1,-1.10015783522644,0,1,0,1,0,0,0,0,1,0
"66","Yes",0,0,0,0,1,1,1,-1.26437044512249,0,0,1,0,0,1,0,0,1,0
"67","No",0,1,0,1,0,0,1,-0.544050933913384,0,0,1,1,0,0,1,0,0,0
"68","Yes",0,1,1,0,0,1,1,-0.373536515700491,1,0,0,0,1,0,0,0,0,1
"69","No",0,1,0,0,1,0,0,-0.939696312085754,1,0,0,0,1,0,0,1,0,0
"70","No",1,1,1,0,1,0,0,-1.00948782394172,1,0,0,0,1,0,0,1,0,0
"71","No",0,1,1,0,0,0,1,-0.570043082010434,0,0,1,0,1,0,0,0,0,1
"72","No",0,1,0,0,1,0,0,-0.763093224558827,1,0,0,1,0,0,0,1,0,0
"73","No",0,1,1,1,1,0,0,-1.22031362956627,0,1,0,0,1,0,1,0,0,0
"74","No",1,1,0,1,0,0,0,-1.12980897427913,1,0,0,0,0,1,1,0,0,0
"75","Yes",0,1,1,0,0,1,1,-1.16493372590194,1,0,0,0,0,1,0,0,1,0
"76","Yes",0,1,0,0,0,1,1,-1.16323734509201,1,0,0,1,0,0,0,0,1,0
"77","Yes",0,1,1,0,1,0,1,-1.22290181630393,1,0,0,0,1,0,0,0,0,1
"78","No",0,1,0,0,0,0,1,-1.18189210441076,0,0,1,0,1,0,0,0,1,0
"79","Yes",0,1,1,1,1,0,0,-0.558756209374529,0,0,1,1,0,0,0,0,1,0
"80","No",0,1,1,0,1,0,1,-0.61044909454306,0,0,1,1,0,0,0,0,0,1
"81","Yes",0,1,0,1,1,1,1,-1.12897577903587,1,0,0,0,1,0,0,1,0,0
"82","No",0,1,0,0,1,0,0,-1.04866403361619,1,0,0,0,1,0,0,0,1,0
"83","Yes",0,1,0,1,1,1,0,-0.814953473472702,1,0,0,0,1,0,0,0,0,1
"84","No",0,1,0,1,1,0,0,-0.537553037568741,1,0,0,0,1,0,0,0,0,1
"85","No",0,1,1,0,1,1,0,-1.04100550034267,0,1,0,0,1,0,0,0,1,0
"86","Yes",0,0,0,1,1,1,1,-0.758736093858226,1,0,0,0,0,1,0,1,0,0
"87","No",0,1,1,0,1,1,0,-0.884597512660519,0,1,0,0,1,0,1,0,0,0
"88","Yes",0,1,1,0,1,1,1,-1.2095380891913,1,0,0,0,0,1,0,0,0,1
"89","No",0,1,0,1,0,0,1,-0.654244484518703,0,0,1,0,1,0,0,0,1,0
"90","Yes",0,0,1,1,1,1,0,-0.443747633301661,1,0,0,0,1,0,0,0,0,1
"91","Yes",0,1,1,1,1,1,0,-1.16107951546388,1,0,0,0,1,0,0,0,1,0
"92","Yes",0,1,1,1,0,1,1,-0.898354383228042,1,0,0,1,0,0,0,1,0,0
"93","Yes",0,1,1,1,0,1,0,-0.810778862477463,1,0,0,0,0,1,1,0,0,0
"94","Yes",0,0,1,0,0,0,1,-0.747322662130173,1,0,0,1,0,0,1,0,0,0
"95","Yes",0,1,1,0,1,1,0,-0.947435526633971,1,0,0,0,1,0,0,0,1,0
"96","No",0,1,0,0,0,1,0,-1.10912802231579,1,0,0,0,1,0,1,0,0,0
"97","Yes",0,1,1,0,1,0,1,-1.05693639945621,0,0,1,0,1,0,0,1,0,0
"98","No",0,1,0,0,0,0,0,-0.629509700232575,1,0,0,0,1,0,1,0,0,0
"99","Yes",1,1,0,1,0,1,0,-0.809448127437679,1,0,0,0,1,0,0,0,0,1
"100","No",0,1,1,1,1,1,1,-0.829828453935984,0,0,1,0,1,0,0,0,1,0
"101","Yes",0,1,0,0,0,0,1,-1.03641896970134,1,0,0,1,0,0,0,0,1,0
"102","Yes",1,1,0,1,0,1,1,-0.952283839924959,0,0,1,0,0,1,0,0,1,0
"103","No",1,1,1,1,0,0,0,-0.459403584951584,0,0,1,1,0,0,0,1,0,0
"104","No",0,1,1,0,1,1,0,-1.00341617882819,0,0,1,0,0,1,0,1,0,0
"105","No",1,1,1,0,0,0,0,-1.03222370432852,0,0,1,1,0,0,1,0,0,0
"106","Yes",0,1,1,0,1,1,1,-1.13067523479219,1,0,0,0,0,1,0,0,1,0
"107","No",0,0,1,1,1,0,0,-0.925502675771316,0,0,1,1,0,0,1,0,0,0
"108","No",0,1,0,0,1,0,0,-1.14794356926621,0,0,1,1,0,0,0,0,1,0
"109","Yes",0,1,1,0,1,1,1,-1.13290604299421,1,0,0,0,0,1,0,0,0,1
"110","No",0,1,0,0,0,0,1,-1.20243021013678,1,0,0,0,1,0,0,0,0,1
"111","Yes",0,1,1,1,0,1,0,-0.981402466378885,1,0,0,1,0,0,1,0,0,0
"112","Yes",0,1,1,0,1,1,1,-0.937220724559538,1,0,0,0,1,0,0,0,0,1
"113","No",0,1,1,1,1,0,0,-0.986201924247258,0,0,1,0,1,0,0,0,1,0
"114","No",0,1,1,1,1,1,0,-1.03145353771486,0,1,0,1,0,0,1,0,0,0
"115","Yes",0,0,1,0,1,1,1,-0.752033602453024,0,1,0,0,1,0,0,0,0,1
"116","No",0,1,1,0,1,0,0,-1.14939231832138,0,0,1,0,1,0,0,0,1,0
"117","No",0,1,0,1,1,0,1,-1.18076934887309,1,0,0,0,1,0,1,0,0,0
"118","No",0,1,0,0,1,0,1,-1.11061026518415,0,1,0,1,0,0,0,1,0,0
"119","Yes",0,1,0,1,0,0,1,-1.18324523500314,1,0,0,0,0,1,0,0,1,0
"120","Yes",0,1,1,1,1,1,0,-1.20232210998817,1,0,0,0,1,0,1,0,0,0
"121","Yes",0,1,0,1,0,1,1,-1.18541813796093,0,0,1,0,0,1,0,0,0,1
"122","No",0,0,0,0,0,0,0,-0.705907284669808,0,0,1,1,0,0,0,0,1,0
"123","Yes",0,1,0,1,0,0,1,-1.04072466116364,1,0,0,0,0,1,0,1,0,0
"124","Yes",0,1,1,0,0,0,1,-1.09533672888232,0,1,0,1,0,0,0,1,0,0
"125","No",0,1,0,0,0,1,1,-0.756187425765395,0,1,0,0,1,0,0,1,0,0
"126","No",1,1,0,1,0,1,0,-1.08233611594956,1,0,0,0,1,0,0,0,0,1
"127","No",0,1,1,1,1,0,1,-0.590454386009775,0,1,0,0,1,0,0,0,1,0
"128","Yes",1,1,0,0,0,1,1,-1.00375290090629,0,1,0,0,0,1,1,0,0,0
"129","Yes",0,1,1,0,1,1,1,-0.551124130865723,0,0,1,0,1,0,0,0,1,0
"130","No",0,1,0,1,1,0,0,-0.743801019372466,0,1,0,0,0,1,0,1,0,0
"131","Yes",0,1,0,0,1,0,1,-1.20735350506011,1,0,0,0,1,0,0,1,0,0
"132","Yes",0,1,1,0,1,1,0,-0.854787358252499,1,0,0,0,1,0,1,0,0,0
"133","No",0,1,0,1,0,1,0,-1.07980396682075,0,0,1,1,0,0,0,0,0,1
"134","Yes",1,1,0,0,1,1,1,-0.894398393656541,0,0,1,0,0,1,0,0,0,1
"135","Yes",0,1,0,0,1,1,1,-0.700481891930273,0,0,1,0,0,1,0,0,0,1
"136","No",0,1,0,0,0,0,1,-0.828022022484769,0,0,1,0,1,0,0,0,1,0
"137","No",0,1,0,0,0,1,0,-0.984445306277123,1,0,0,0,1,0,0,0,0,1
"138","Yes",0,1,0,0,0,0,1,-1.00146281689261,1,0,0,0,1,0,0,0,1,0
"139","Yes",0,1,0,0,1,1,1,-0.919327914084704,0,1,0,0,0,1,1,0,0,0
"140","Yes",0,1,1,0,1,1,0,-0.719381167214918,1,0,0,1,0,0,0,0,0,1
"141","Yes",0,1,0,0,1,0,1,-0.780777289999949,1,0,0,0,1,0,0,1,0,0
"142","No",0,1,1,0,0,1,0,-0.568662816021139,0,1,0,0,1,0,0,0,1,0
"143","Yes",0,1,1,1,0,1,0,-0.926839329565754,0,0,1,0,1,0,0,0,1,0
"144","No",0,1,0,1,1,0,0,-1.02808031278813,0,1,0,0,1,0,0,0,1,0
"145","Yes",1,1,0,0,1,1,0,-0.827391581894973,1,0,0,0,1,0,0,0,1,0
"146","No",0,1,0,0,0,1,0,-0.970982885377143,0,0,1,1,0,0,0,0,0,1
"147","Yes",0,1,0,0,0,1,1,-1.16569821745435,0,1,0,0,1,0,1,0,0,0
"148","No",0,1,1,1,1,0,1,-1.19313540743386,0,1,0,0,0,1,0,0,0,1
"149","No",0,1,0,1,1,1,0,-1.09684009260222,0,0,1,0,1,0,0,1,0,0
"150","Yes",0,1,1,0,0,1,1,-0.713995249857438,1,0,0,0,1,0,0,0,0,1
"151","Yes",0,1,1,0,0,1,1,-0.435597942661768,1,0,0,0,1,0,0,1,0,0
"152","No",0,1,0,1,1,0,0,-0.653364051706272,0,1,0,1,0,0,0,0,0,1
"153","Yes",0,1,1,0,0,1,1,-0.813639192275882,1,0,0,0,1,0,0,1,0,0
"154","No",0,1,1,1,0,0,0,-1.17250745874853,0,0,1,1,0,0,0,0,0,1
"155","Yes",0,1,0,1,1,0,1,-1.23475703467991,1,0,0,0,0,1,0,1,0,0
"156","No",0,1,0,0,0,0,0,-1.09437791070927,0,1,0,0,0,1,1,0,0,0
"157","No",0,1,0,0,1,0,1,-1.04066965792818,0,0,1,1,0,0,0,0,0,1
"158","No",0,1,0,0,0,1,0,-1.25241968418265,0,1,0,1,0,0,1,0,0,0
"159","Yes",1,1,0,1,0,0,1,-1.19356931715759,0,0,1,1,0,0,0,0,1,0
"160","No",0,1,0,0,1,0,1,-1.08354030218345,0,0,1,1,0,0,0,0,0,1
"161","No",0,1,0,1,0,0,0,-1.19581098639353,1,0,0,0,0,1,0,1,0,0
"162","Yes",0,1,1,0,1,1,1,-1.24990733831971,1,0,0,0,1,0,0,0,1,0
"163","Yes",0,1,1,1,1,0,1,-0.603732238689786,1,0,0,0,0,1,0,0,1,0
"164","Yes",0,1,1,1,0,1,1,-0.837093014123019,1,0,0,1,0,0,1,0,0,0
"165","No",0,1,0,1,0,1,0,-0.769739309109009,1,0,0,0,0,1,0,0,1,0
"166","No",0,1,0,1,0,1,0,-1.15969765336597,0,0,1,0,0,1,0,0,1,0
"167","Yes",0,1,1,0,0,1,1,-0.635336903463919,0,1,0,0,1,0,0,0,1,0
"168","No",0,1,0,1,1,1,0,-1.19060055044927,1,0,0,0,1,0,1,0,0,0
"169","No",0,1,1,0,0,1,0,-1.0853158604332,0,1,0,0,1,0,0,0,1,0
"170","Yes",0,1,1,0,1,0,1,-1.129870254851,1,0,0,0,0,1,0,0,1,0
"171","No",0,0,0,0,0,1,0,-1.13452531023266,1,0,0,0,1,0,1,0,0,0
"172","No",1,1,1,1,0,1,0,-1.00169483245322,0,0,1,0,1,0,0,1,0,0
"173","No",0,1,1,1,0,0,0,-1.25210894294532,0,1,0,1,0,0,1,0,0,0
"174","No",0,1,0,1,1,1,1,-0.555576403722711,1,0,0,0,0,1,0,0,1,0
"175","Yes",0,0,1,0,1,1,1,-0.706278472006827,1,0,0,1,0,0,0,0,1,0
"176","No",0,1,1,0,0,0,0,-0.85393594250253,1,0,0,1,0,0,0,0,1,0
"177","No",0,1,0,0,1,1,1,-0.699335939193072,1,0,0,0,1,0,0,0,1,0
"178","No",0,1,1,0,0,0,0,-0.500424741056195,0,0,1,1,0,0,1,0,0,0
"179","Yes",0,1,1,0,0,0,1,-1.20207995097316,1,0,0,1,0,0,1,0,0,0
"180","Yes",0,0,0,1,1,1,1,-1.11761418861755,0,1,0,0,1,0,0,0,1,0
"181","Yes",0,1,1,0,1,1,1,-0.916757931894943,1,0,0,0,1,0,0,1,0,0
"182","No",0,1,0,1,0,0,0,-1.20804826932616,0,0,1,0,1,0,1,0,0,0
"183","Yes",0,1,1,0,0,0,1,-1.04301275838022,1,0,0,1,0,0,0,1,0,0
"184","No",0,1,1,0,0,0,0,-0.92753143468446,1,0,0,1,0,0,1,0,0,0
"185","No",0,0,0,1,1,0,0,-0.965138723520156,1,0,0,1,0,0,0,1,0,0
"186","Yes",0,1,1,0,1,1,1,-1.11389258577677,0,1,0,1,0,0,0,1,0,0
"187","Yes",0,1,1,1,1,0,0,-0.851078540504158,1,0,0,0,1,0,1,0,0,0
"188","Yes",1,1,1,1,1,1,1,-1.11473034667877,1,0,0,1,0,0,1,0,0,0
"189","No",0,1,0,0,0,0,1,-0.618450224100786,0,0,1,0,1,0,0,0,0,1
"190","Yes",0,1,1,0,0,1,1,-0.726323246979789,0,0,1,1,0,0,1,0,0,0
"191","No",0,1,0,0,0,0,1,-1.00793228876879,0,0,1,0,0,1,0,0,1,0
"192","No",1,1,0,1,1,1,0,-0.412112745855851,0,0,1,0,0,1,0,0,1,0
"193","Yes",0,1,1,1,1,1,1,-0.327599401417267,1,0,0,1,0,0,0,0,1,0
"194","Yes",0,1,1,1,1,0,1,-0.950002033885851,0,1,0,1,0,0,0,0,0,1
"195","No",1,1,1,1,0,0,0,-0.819923473046595,1,0,0,0,1,0,0,0,0,1
"196","No",0,1,0,0,0,1,1,-0.535929891997378,1,0,0,1,0,0,0,0,1,0
"197","No",0,1,0,1,0,0,1,-0.851525081820704,1,0,0,0,1,0,0,0,1,0
"198","No",0,1,1,0,0,0,0,-1.19746963844208,1,0,0,0,0,1,0,1,0,0
"199","Yes",1,1,1,0,0,1,0,-0.76854537781434,1,0,0,1,0,0,0,0,1,0
"200","No",0,1,1,1,1,0,0,-0.431291934254335,1,0,0,0,0,1,0,1,0,0
"201","No",1,1,0,0,0,1,1,-1.06716117870324,0,0,1,1,0,0,0,1,0,0
"202","No",0,1,1,1,0,0,0,-0.824033205399596,0,1,0,0,0,1,1,0,0,0
"203","No",1,1,0,0,0,0,1,-1.22082797834617,0,1,0,0,1,0,1,0,0,0
"204","No",0,1,1,0,1,1,0,-1.2458009818616,0,1,0,0,1,0,0,0,0,1
"205","No",0,1,1,1,1,0,0,-0.76735852625936,0,1,0,0,0,1,1,0,0,0
"206","Yes",0,1,0,1,1,1,1,-0.72779410043369,1,0,0,0,0,1,1,0,0,0
"207","Yes",0,1,1,1,0,0,0,-1.14927535724757,1,0,0,1,0,0,0,0,1,0
"208","Yes",0,0,0,0,1,1,1,-0.937314976009718,1,0,0,0,0,1,0,0,1,0
"209","Yes",0,1,0,0,1,1,1,-1.25978157938855,0,0,1,1,0,0,0,0,1,0
"210","No",0,1,0,1,0,0,0,-0.857074092238185,1,0,0,0,1,0,1,0,0,0
"211","No",0,1,0,1,1,0,0,-1.21428832031093,0,1,0,1,0,0,0,0,1,0
"212","No",1,1,0,1,1,0,0,-1.05104741945479,1,0,0,0,0,1,0,0,1,0
"213","Yes",0,1,1,0,0,1,1,-1.05801484072452,0,0,1,1,0,0,0,1,0,0
"214","Yes",0,0,1,1,0,0,1,-1.17786778168038,1,0,0,0,1,0,0,0,1,0
"215","No",0,1,1,0,0,0,0,-0.966875165650318,0,0,1,0,0,1,0,0,1,0
"216","No",0,1,1,0,1,1,0,-0.918554294920888,0,0,1,1,0,0,0,0,1,0
"217","Yes",0,0,0,1,1,1,1,-0.739746279893037,1,0,0,1,0,0,0,0,0,1
"218","Yes",0,1,1,1,1,1,1,-0.405888996651486,0,1,0,0,1,0,0,0,0,1
"219","Yes",0,1,1,1,1,1,1,-0.872419149113351,1,0,0,0,1,0,0,1,0,0
"220","Yes",0,1,0,0,0,1,1,-0.888150751228882,1,0,0,0,0,1,0,0,1,0
"221","Yes",0,0,1,0,0,1,1,-1.02486935953395,1,0,0,1,0,0,0,1,0,0
"222","Yes",0,1,1,1,1,0,1,-1.21447639012983,0,1,0,0,0,1,0,0,0,1
"223","No",0,1,1,0,0,0,1,-1.22968531791699,0,1,0,0,1,0,1,0,0,0
"224","Yes",0,1,0,0,0,1,1,-0.962750380464535,1,0,0,0,0,1,0,0,0,1
"225","Yes",0,1,1,0,0,0,0,-1.23281477232853,1,0,0,0,1,0,0,0,1,0
"226","No",0,1,1,1,0,0,0,-0.86042582124335,0,0,1,0,0,1,0,0,1,0
"227","No",0,1,1,0,1,0,0,-1.20791453825841,0,1,0,0,1,0,0,0,0,1
"228","No",0,1,1,0,0,1,1,-0.94574843132185,0,1,0,0,1,0,0,1,0,0
"229","No",0,1,0,0,1,1,1,-0.431954204742648,1,0,0,0,1,0,0,0,0,1
"230","Yes",0,1,0,1,0,0,0,-1.11262885432219,1,0,0,0,1,0,0,0,0,1
"231","Yes",1,1,1,0,1,1,1,-1.04557651784146,1,0,0,1,0,0,0,0,0,1
"232","Yes",0,1,0,0,0,1,0,-0.504774785210029,0,1,0,0,1,0,0,0,0,1
"233","No",0,1,0,0,0,1,0,-1.24568991303265,1,0,0,1,0,0,0,1,0,0
"234","Yes",1,1,0,0,0,1,1,-0.86765362396346,1,0,0,1,0,0,0,0,0,1
"235","Yes",1,1,1,1,0,1,1,-0.866147737502491,0,1,0,0,0,1,0,0,0,1
"236","No",0,1,1,0,0,0,1,-0.519836070870598,0,1,0,0,0,1,0,0,0,1
"237","Yes",0,1,1,0,0,0,1,-1.15666974940785,1,0,0,1,0,0,1,0,0,0
"238","No",1,1,0,0,1,0,0,-0.875283982928633,1,0,0,0,1,0,0,1,0,0
"239","Yes",0,1,0,1,0,1,1,-1.24996428043799,0,0,1,0,1,0,0,0,0,1
"240","Yes",0,1,1,1,1,0,1,-1.06917525777368,0,0,1,1,0,0,0,0,1,0
"241","No",0,1,1,1,0,0,0,-0.588906172000908,0,1,0,0,1,0,0,0,1,0
"242","Yes",0,1,1,0,1,0,0,-1.10898114314924,1,0,0,0,0,1,1,0,0,0
"243","Yes",0,1,1,1,1,0,1,-0.835946234325795,1,0,0,1,0,0,0,0,1,0
"244","No",0,1,1,0,1,0,0,-0.998059489401331,1,0,0,0,1,0,0,0,1,0
"245","No",0,1,1,0,0,0,0,-0.743429027287514,0,0,1,0,1,0,0,0,1,0
"246","No",0,1,0,0,1,0,1,-1.09584643757942,0,0,1,0,0,1,0,1,0,0
"247","No",0,1,0,1,1,1,0,-0.611531649555742,1,0,0,0,0,1,0,0,1,0
"248","Yes",1,1,0,0,1,1,1,-1.01721924408265,1,0,0,0,1,0,0,0,0,1
"249","No",0,1,1,1,0,0,1,-1.13778433443149,0,1,0,0,1,0,0,0,0,1
"250","Yes",1,0,1,1,1,1,1,-0.770908051188294,1,0,0,1,0,0,0,0,1,0
"251","Yes",0,1,1,1,0,0,1,-1.18419670062393,0,0,1,0,1,0,0,0,1,0
"252","Yes",0,1,1,0,0,1,0,-1.16066210061467,1,0,0,0,0,1,0,0,1,0
"253","No",0,1,0,0,0,1,0,-1.07128127256405,0,0,1,0,0,1,1,0,0,0
"254","No",0,0,0,0,1,0,1,-1.14098445142196,0,1,0,0,0,1,0,0,0,1
"255","No",0,1,0,0,1,1,0,-1.15326799102377,0,0,1,1,0,0,0,0,1,0
"256","Yes",1,1,1,1,0,0,1,-0.934251078943942,1,0,0,0,0,1,0,1,0,0
"257","No",0,1,0,0,1,0,0,-0.958371691935781,1,0,0,0,1,0,0,0,1,0
"258","No",0,1,0,0,1,0,1,-0.969376937964949,1,0,0,0,1,0,0,0,1,0
"259","No",0,1,0,0,0,0,0,-1.0159549819785,1,0,0,0,0,1,0,1,0,0
"260","No",0,1,0,0,1,0,1,-0.833844672158845,1,0,0,1,0,0,1,0,0,0
"261","Yes",0,1,1,0,1,0,1,-1.21256905153191,1,0,0,0,1,0,0,0,1,0
"262","Yes",0,1,0,0,0,1,1,-0.772481046744184,0,1,0,0,1,0,0,0,0,1
"263","Yes",1,1,0,1,0,1,1,-1.03064985645078,1,0,0,0,1,0,0,0,1,0
"264","No",0,1,0,0,0,0,0,-1.18784436501713,0,1,0,0,1,0,0,1,0,0
"265","Yes",0,0,1,0,1,1,0,-0.750797211628771,1,0,0,0,1,0,0,1,0,0
"266","No",0,1,0,0,1,1,0,-1.08053448186247,1,0,0,1,0,0,0,0,1,0
"267","Yes",0,1,0,0,0,1,1,-0.861467314446543,1,0,0,1,0,0,1,0,0,0
"268","No",1,1,0,0,0,0,0,-1.08051643879361,0,0,1,0,0,1,0,0,1,0
"269","Yes",1,1,1,0,0,1,1,-0.441265365233086,0,1,0,1,0,0,0,0,1,0
"270","Yes",0,1,0,0,1,0,0,-1.25243894810102,1,0,0,1,0,0,0,1,0,0
"271","No",0,1,1,1,0,0,1,-0.508395282629037,0,0,1,0,0,1,0,0,0,1
"272","Yes",0,1,0,0,1,1,1,-0.937566262031052,1,0,0,1,0,0,0,1,0,0
"273","No",0,1,0,0,0,1,1,-0.789075513359182,0,1,0,1,0,0,0,0,0,1
"274","No",0,1,1,0,0,0,0,-0.976611802045636,0,1,0,1,0,0,0,0,1,0
"275","No",1,1,0,1,1,0,0,-1.12249206826441,1,0,0,0,1,0,1,0,0,0
"276","Yes",0,1,1,0,0,0,0,-1.06043515110601,1,0,0,1,0,0,0,0,1,0
"277","Yes",1,1,1,0,0,1,1,-1.26252606012505,0,1,0,0,1,0,0,0,0,1
"278","Yes",0,1,1,1,0,0,1,-0.786446684733143,1,0,0,0,1,0,0,0,1,0
