"","x"
"221",9.40357003576377
"222",8.66841862320313
"223",11.2952872302078
"224",7.86809398953575
"225",5.85796335671822
"226",5.02564519737547
"227",5.61872741813588
"228",2.71087405078089
"229",4.72478341164634
"230",3.540532833938
"231",21.9819549705724
"232",3.62583393327908
"233",2.51887036849064
"234",8.84262375438561
"235",4.41933170459594
"236",8.48313651629361
"237",10.1559420376556
"238",3.38209480843487
"239",11.3187039552058
"240",6.92197148281165
"241",4.53383209007834
"242",13.987711632084
"243",9.58065894619155
"244",28.7296098304808
"245",20.1103087339137
"246",4.87092587579621
"247",1.55439755826273
"248",5.48718391261151
"249",8.25380608100177
"250",1.66558855784283
"251",4.19686764564659
"252",15.5406495073177
"253",20.1893888300964
"254",17.5451899083319
"255",10.4022986431658
"256",26.4471269918969
"257",4.5959943461945
"258",4.69107069205152
"259",7.2518190561617
"260",1.86464191770104
"261",2.51474415600043
"262",15.1120625566665
"263",13.5646476680251
"264",18.2555605608607
"265",4.87171414033964
"266",5.04943159892988
"267",9.40168301544489
"268",10.1408619571431
"269",10.5941624735068
"270",3.08710713785646
"271",1.23790766790877
"272",11.1521085871135
"273",15.6135997466229
"274",3.33652414793862
"275",8.7377085816655
"276",7.59636856396065
"277",10.0843952611688
"278",15.0256135468309
"279",12.6224900447782
"280",4.85288220933674
"281",14.2483003582572
"282",3.16530074133967
"283",4.93780956203628
"284",4.6260064796962
"285",12.0162961807456
"286",5.325043162306
"287",15.4989488076326
"288",5.49656259210603
"289",27.6854742134689
"290",9.96849611411193
"291",18.301086058093
"292",2.18230385759669
"293",8.65005688879274
"294",2.46952733678084
"295",1.95204847531879
"296",6.95316750468691
"297",1.98863323786687
"298",9.90200551848049
"299",19.2462191262083
"300",15.7173255269866
"301",4.75882055844607
"302",16.6896230607678
"303",8.77234806869926
"304",6.12490028333755
"305",3.52479684033999
"306",18.8101356307745
"307",18.5168894138969
"308",3.88508554837729
"309",0.998414564484268
"310",1.8179159270144
"311",9.91283764945059
"312",18.2519381538516
"313",8.28870317055293
"314",7.66818147632269
"315",10.6125450017481
"316",4.35789058776703
"317",4.39004001388718
"318",9.47872715960404
"319",2.00488100033934
"320",11.6158954589861
"321",2.11631061817721
"322",16.2083786917189
"323",8.26216295188395
"324",18.9487441852548
"325",5.4188773283593
"326",6.58578728507771
"327",6.96666217260096
"328",17.2044912120492
"329",2.01959840703008
"330",8.68090353049671
"331",6.86703567346439
"332",14.9919649924387
"333",7.33230281700168
"334",1.95910085955647
"335",11.2516988126713
"336",4.08003061420982
"337",8.27333036975182
"338",9.93894697179664
"339",2.92898110103123
"340",10.0496568173602
"341",18.8581731924426
"342",9.16133903730873
"343",2.34045781167491
"344",3.48540471465986
"345",17.8719879070615
"346",14.4571163627879
"347",6.66034611241266
"348",7.68223160497726
"349",3.61219323563915
"350",8.9737557197277
"351",6.54936762449216
"352",17.304674016677
"353",6.38553454381901
"354",18.9690150669862
"355",2.32461085638144
"356",6.88238192712064
"357",1.52309139273943
"358",2.19789488804581
"359",1.63859915267601
"360",9.25944416406348
"361",5.6675316899623
"362",19.727870210174
"363",5.98581911322704
"364",7.40469273540352
"365",6.57952958492301
"366",23.7315408783988
"367",4.99932513093885
"368",18.0162011121991
"369",4.26746430798718
"370",20.6932057998744
"371",8.62498337140598
"372",8.97914450251064
"373",3.38763844106243
"374",9.7665647282693
"375",15.3762086948816
"376",8.47054231393101
"377",5.43468406959982
"378",22.5129195691969
"379",27.5505330120529
"380",10.3737918166432
"381",17.7293433392205
"382",16.3901097259748
"383",0.824230631377483
"384",3.86288273273992
"385",9.93631953909958
"386",6.52258576991147
"387",3.86684183003687
"388",10.8833942556822
"389",7.47550342347947
"390",11.810659741634
"391",25.6910103243825
"392",16.0024931355671
"393",0.958537600525432
"394",10.8350186716395
"395",4.43803142845778
"396",5.50815620498685
"397",2.6596961611147
"398",2.76318458059454
"399",8.76973783596051
"400",7.62092269022583
"401",2.77884377242545
"402",4.44006787738758
"403",10.0723267798253
"404",20.5483015623338
"405",7.89487281348205
"406",14.2756258675406
"407",5.08051128298806
"408",1.26650610339286
"409",12.7153453863379
"410",7.61683174331903
"411",3.90806816098204
"412",2.71148297991322
"413",17.2441955681615
"414",1.32335633661391
"415",2.78745731687885
"416",9.62365049424893
"417",3.27592874195566
"418",4.39235047804626
"419",5.89360344855656
"420",5.48598717243636
"421",4.24927421960019
"422",11.8609003438772
"423",10.4797715079267
"424",3.63167919800647
"425",2.05501396142105
"426",16.0679876521415
"427",7.54241870301838
"428",5.2129496263897
"429",9.27513617896638
"430",6.17725568146992
"431",2.41394704226737
"432",18.6574114342462
"433",6.40943681846252
"434",9.17465445879306
"435",4.14174502975228
"436",8.41486524519728
"437",1.98794979925171
"438",4.44468950870431
"439",0.841948263875695
"440",13.0457574469633
"441",10.8363642637056
"442",1.77294961598446
"443",12.2276496211764
"444",4.22915663103169
"445",4.21966471357067
"446",19.9305154877886
"447",8.02496315186488
"448",2.96190015960901
"449",7.95124158268295
"450",10.9020836232672
"451",12.8851930162363
"452",2.34243564806034
"453",14.8070471399204
"454",29.4930712000248
"455",2.2610658910091
"456",18.2212524250463
"457",16.660222566007
"458",2.19840487639284
"459",17.8996954557927
"460",6.76978691450008
"461",2.49484124994734
"462",1.90335982556804
"463",15.2756552451951
"464",11.3329430291346
"465",10.9705359008705
"466",8.24112076617852
"467",1.48086414356902
"468",10.814306108369
"469",19.7637028507679
"470",8.67520453055257
"471",9.46754971842201
"472",2.01824018422751
"473",4.17307881119937
"474",9.12771612784749
"475",2.91229839794397
"476",16.446300342128
"477",5.57354896859356
"478",8.54939085568204
"479",7.16989304613557
"480",5.97086065025241
"481",2.92951506797037
"482",3.75546883540551
"483",4.1262333579714
"484",4.05528703597565
"485",21.4162270101394
"486",8.80154566015417
"487",3.53921749207479
"488",4.99998340078254
"489",4.69162407222462
"490",11.8552938852896
"491",11.2687238712633
"492",25.9858834390107
"493",12.6072839340973
"494",14.9428301463932
"495",4.65928524317449
"496",12.7210785384494
"497",3.84934996832309
"498",18.8836284053716
"499",9.76807819322949
"500",10.651205526286
"501",6.72982425420287
"502",11.2604244536095
"503",11.3957213809213
"504",6.98255650716721
"505",13.5890924453481
"506",6.35192854535082
"507",11.2793041355152
"508",0.841517321338298
"509",6.54003572316451
"510",7.82179969130888
"511",8.95800753061477
"512",6.09916711387661
"513",2.42560944572165
"514",13.8644608029794
"515",7.65523388162221
"516",9.64254156496028
"517",16.1833930697446
"518",16.334050175669
"519",7.91941809731984
"520",8.9174322277617
"521",3.09314498773814
"522",7.72336613025143
"523",6.07140661872497
"524",9.07013619598221
"525",2.09257517483887
"526",8.84635310690176
"527",4.3817725001085
"528",14.5287827040145
"529",17.5619607717537
"530",8.05185555840559
"531",13.7149144942081
"532",5.97772252233835
"533",15.3190726035364
"534",7.04385931511408
"535",3.7504863678281
"536",13.6430469040346
"537",8.28247635171706
"538",8.14388952159235
"539",3.54944292315235
"540",0.610529399903426
"541",16.6921584463462
"542",15.3153001683623
"543",2.23829482831529
"544",4.29421968386604
"545",7.78941427945013
"546",2.9034438544195
"547",2.14826206963221
"548",16.5359356953686
"549",7.98907007172052
"550",9.087747500475
"551",2.74090854383963
"552",9.5893039450349
"553",13.1214307027913
"554",12.7437403155191
"555",1.05542669902755
"556",7.06362978354436
"557",6.08174835077595
"558",4.73105845991873
"559",7.01024201110829
"560",12.8096128829851
"561",17.8097246473833
"562",17.8922309198898
"563",11.8715537127873
"564",0.958622969826814
"565",7.60898602409015
"566",1.16864549256743
"567",13.6159968708984
"568",20.6594953605277
"569",6.37677571086966
"570",14.6511817686353
"571",3.59849579025338
"572",7.41207227529681
"573",7.00588610701292
"574",18.1815547040783
"575",2.61032519624895
"576",7.5908482911977
"577",18.3991871613836
"578",4.10938778242314
"579",7.03376862190402
"580",3.98482183580547
"581",1.32539403012385
"582",15.3456490038978
"583",4.82382135934652
"584",12.7456800841047
"585",22.568657700479
"586",11.4657368067406
"587",12.629701260179
"588",1.65378552370638
"589",4.66235945579917
"590",1.21607031249827
"591",14.4297336562952
"592",3.293637498971
"593",3.62176141431586
"594",10.5767896932482
"595",14.2231181464917
"596",16.4162460751807
"597",5.53492547918784
"598",21.4902811560283
"599",5.5952350757204
"600",6.45749331437436
"601",8.96759876481025
"602",17.809564271664
"603",3.57693926279441
"604",11.2269896334075
"605",7.21637713964589
"606",6.76717194300468
"607",4.37187864839792
"608",10.2684144408521
"609",6.01631010947015
"610",8.7713144351367
"611",3.2808041773855
"612",2.48895741090043
"613",25.3738913172314
"614",19.099728849965
"615",2.26497550888678
"616",2.4597768729028
"617",30.9142101922479
"618",21.2346445315564
"619",13.2177476263846
"620",9.93064200180838
"621",2.20859643215458
"622",12.4402300630829
"623",5.69544907051234
"624",7.68321702944511
"625",26.6907844730133
"626",14.6773581002406
"627",12.9139537875024
"628",10.2374462719706
"629",30.6107288826288
"630",5.46681728371473
"631",10.6638555432473
"632",18.1892404748042
"633",6.57937474511587
"634",11.901503282984
"635",5.59978521910534
"636",19.9587757679332
"637",11.1218702600232
"638",14.7222891446203
"639",28.0905593674325
"640",17.275785993424
"641",8.48612317741101
"642",11.0265238374809
"643",7.9544118143698
"644",9.80427400668404
"645",7.97994214706361
"646",4.87585359706469
"647",6.46833713687366
"648",4.95030183313552
"649",2.96738467405121
"650",12.5183696338703
"651",10.3923567088892
"652",0.818816041405415
"653",4.82143179379042
"654",16.7147919554597
"655",9.35345774358555
"656",7.16887398510708
"657",4.2359021349291
"658",2.11231230495948
"659",10.2832190565688
"660",17.3502347201652
"661",7.4688997738188
"662",4.0822175782973
"663",3.13303929000274
"664",1.76675643723189
"665",2.40878388023111
"666",10.9285763735341
"667",3.83345029244795
"668",27.1622006619476
"669",11.5030403820889
"670",13.5080003905195
"671",10.1703389747528
"672",9.34027707896263
"673",10.7580775866796
"674",14.0914114937673
"675",5.39627903434104
"676",2.6154266067851
"677",8.07166309600396
"678",5.67562153255833
"679",2.52871211155041
"680",11.8221062523192
"681",4.87155970836634
"682",27.3182484488069
"683",3.1737783877359
"684",12.4581848889289
"685",3.64335539305085
"686",25.5416727584381
"687",10.7118004880055
"688",16.5898777225206
"689",6.3479184721709
"690",7.97402990852673
"691",24.2274169439266
"692",7.18049622957987
"693",8.29610308329686
"694",7.6105933660036
"695",5.19942642340281
"696",12.5026916459579
"697",2.34493982814326
"698",13.3563654427325
"699",12.6411297275898
"700",15.1882734305123
"701",1.78275283531962
"702",7.67405798140046
"703",3.81507916910565
"704",10.0148795975341
"705",3.00545558547105
"706",1.57844659015835
"707",2.08318294844011
"708",20.2506631683418
"709",2.34698657005643
"710",1.28287621319548
"711",11.5765730358883
"712",14.587425211169
"713",11.2865948511393
"714",7.03764319247662
"715",5.40391500761587
"716",19.9957261294352
"717",9.31633062216398
"718",13.824029220634
"719",14.5762904899123
"720",1.87444494161493
"721",5.94648466379943
"722",10.6164446343977
"723",15.2769281535974
"724",4.45860871600756
"725",4.14916890153767
"726",13.4805355144847
"727",19.3436220581201
"728",4.19495290049459
"729",16.2113410121765
"730",10.7115598887782
"731",12.9442673739001
"732",20.1446592089776
"733",1.2796678611635
"734",7.73941765882317
"735",6.26127280385982
"736",1.24604508143944
"737",2.01505553750845
"738",5.83638533185482
"739",3.18234603728026
"740",5.64433632267054
"741",26.3573437348253
"742",7.62766197361888
"743",19.7144020178957
"744",20.4961559834576
"745",9.40562894698859
"746",16.1359655421172
"747",5.28909215463203
"748",6.53026539971824
"749",1.5606840747654
"750",17.2978510121478
"751",16.4720969125948
"752",3.82261134492172
"753",23.9565183107191
"754",17.4117722883158
"755",27.0267199009698
"756",9.41411285490081
"757",12.3240394110797
"758",4.02724637388906
"759",19.1710168789602
"760",16.3850900368889
"761",18.9541029344818
"762",0.984344032266449
"763",0.620678872363608
"764",14.8352214930867
"765",2.86079034575055
"766",7.60937765013102
"767",29.219236457137
"768",4.26077082052537
"769",2.70882209818565
"770",1.96865060174853
"771",6.94573511727937
"772",10.0520772461949
"773",9.40257013511834
"774",3.95774198968509
"775",17.9042780675348
"776",1.38093621659136
"777",21.9206333852944
"778",3.57208766822689
"779",11.4545770467244
"780",9.09409600136026
"781",9.49512324452068
"782",28.0340382413014
"783",8.02885969417852
"784",1.31675561125327
"785",2.5841188957026
"786",1.69160081685037
"787",6.57916777472474
"788",7.25362703367624
"789",30.42134255881
"790",7.43320174793445
"791",2.05507476612592
"792",15.9185399640108
"793",9.60461435451662
"794",0.998189938488888
"795",1.81104433755702
"796",17.138187833956
"797",3.09175046123473
"798",6.11127856383959
"799",5.0016027906543
"800",7.12589841088916
"801",11.2635398997608
"802",17.0680992989749
"803",11.9548483471498
"804",6.84697107493732
"805",5.25771512922963
"806",4.33660794966604
"807",22.5451259876168
"808",4.32489589452386
"809",8.81150581230277
"810",1.57329631940692
"811",10.9651198706563
"812",14.81061512503
"813",1.78486830659637
"814",1.57502425610364
"815",10.8333115097948
"816",8.60936408743339
"817",4.68238677160459
"818",25.2838481473984
"819",2.73479126417466
"820",8.777794179709
"821",2.22094023499904
"822",2.5468461647704
"823",10.4414866519477
"824",3.80872541629969
"825",11.5812517675316
"826",13.620995076362
"827",15.0400313912592
"828",15.9487759086984
"829",3.88912173588507
"830",11.8105513029828
"831",7.00129494916098
"832",10.075988050496
"833",5.48761639634807
"834",4.18691694438284
"835",18.7711062401234
"836",23.7860508140244
"837",7.90270634188433
"838",13.9606645823275
"839",19.1605978741919
"840",3.07806580803441
"841",4.54889141021413
"842",6.68999225090842
"843",20.1281446819628
"844",12.358272722197
"845",2.44247064439159
"846",3.90032891416961
"847",4.08596820141844
"848",11.5178670475088
"849",5.42692449525443
"850",18.3206024434383
"851",8.90268601055813
"852",13.4537601575846
"853",5.0360749673574
"854",12.9117983116602
"855",5.07082368560972
"856",3.4286266879259
"857",10.5237135156045
"858",14.1805637824922
"859",5.88082329004334
"860",7.39823159322395
"861",4.55034610339423
"862",20.6788261086667
"863",4.06308336541468
"864",27.2537798915926
"865",15.7683380140061
"866",8.44437501783307
"867",4.88511587715037
"868",4.63594711291857
"869",1.34823908630775
"870",3.89031537072453
"871",8.79786823547348
"872",5.19913584802587
"873",13.7587890335342
"874",16.9976235832639
"875",17.132105940738
"876",11.1225898119769
"877",5.06557644598382
"878",22.6681934458345
"879",19.8317753042584
"880",13.0852185281735
"881",14.5762014586042
"882",4.84747387645254
"883",6.92285523075352
"884",11.0646931482402
"885",21.0664079685646
"886",5.85817103238772
"887",6.03332277890798
"888",16.0233723616356
"889",5.7757807979029
"890",10.9145904587834
"891",4.57823986432777
"892",12.4041674146658
"893",21.2636652205032
"894",2.91061654407205
"895",2.79389565554261
"896",4.43683946102452
"897",11.5804255839972
"898",4.08342355906852
"899",4.69388006285583
"900",12.0405176313722
"901",6.40583002970545
"902",16.3160590262054
"903",8.20659349781465
"904",10.6058036843945
"905",5.65968032335247
"906",13.3804485561762
"907",6.41974833696848
"908",10.5231493844972
"909",8.71959834889424
"910",1.72251528083797
"911",17.6692825805603
"912",8.94074385768427
"913",2.29564876660121
"914",3.26674721518228
"915",1.97871722878765
"916",2.0638933281677
"917",13.6760796246429
"918",5.59359246127458
"919",1.5528793449983
"920",6.13229599883365
"921",7.1964917522604
"922",21.3205024733827
"923",2.62706501615627
"924",7.56849034661973
"925",1.39642912320588
"926",21.1735948917881
"927",18.2663614077252
"928",17.4773055613714
"929",8.55506144161404
"930",18.6798891069725
"931",7.97595179292827
"932",8.00157821131193
"933",17.4852457360229
"934",15.3621536868544
"935",7.38750565813555
"936",15.4639053102724
"937",7.09392264161494
"938",7.2444013982089
"939",17.5160521167547
"940",27.6541973842541
"941",4.30941941630384
"942",7.41625400201233
"943",4.2548756735052
"944",8.12120243535248
"945",17.0140749272249
"946",4.06480139315959
"947",6.04733042007609
"948",4.65176438547649
"949",16.6841986432671
"950",2.64494375404894
"951",10.755917423172
"952",3.69767057547384
"953",2.48504773593009
"954",9.70626062756535
"955",17.5851431398496
"956",3.42938140784037
"957",10.6108721751595
"958",3.42703079023089
"959",1.40020799383626
"960",8.63244456809702
"961",4.82814206285807
"962",2.26596164540011
"963",8.42656278892159
"964",4.62745922875375
"965",8.67057619093227
"966",10.3621216660157
"967",10.8632747514332
"968",1.07150423251656
"969",6.69153345059436
"970",13.4734660160674
"971",9.32238933903744
"972",15.890052975972
"973",0.903000302949162
"974",20.2046905176497
"975",21.5597588303105
"976",11.3981693673741
"977",8.59347821169428
"978",5.58060892754977
"979",14.6376526576608
"980",4.24134431716604
"981",1.42667798556945
"982",10.1329876095255
"983",4.75208008714396
"984",9.76424235835302
"985",7.47169618797951
"986",13.7432387122265
"987",5.48648218224522
"988",1.37705561970447
"989",4.77078508617977
"990",2.06124346568201
"991",1.62442822841439
"992",6.45640543313304
"993",16.4361366057737
"994",15.9253966738308
"995",11.8541703470138
"996",3.55870263677363
"997",10.2917674659679
"998",7.90399574464409
"999",8.8421109011469
"1000",6.27207089542018
"1001",1.76011864079272
"1002",2.1214997083112
"1003",1.35391252915546
"1004",1.74113460122478
"1005",21.8338811704154
"1006",20.8574514496601
"1007",9.0459815054443
"1008",16.6019773110941
"1009",13.1643961150986
"1010",3.77968244486317
"1011",7.44606824832116
"1012",11.3110712327765
"1013",4.88001567012862
"1014",14.2531636191291
"1015",17.1246443408782
"1016",7.88633480385906
"1017",8.01841711959379
"1018",4.06283023675507
"1019",8.51574446042318
"1020",4.26645447151233
"1021",18.5752389897246
"1022",19.5944405437014
"1023",8.9732825948355
"1024",2.05472374001662
"1025",7.98433516224118
"1026",7.2503888021081
"1027",10.2979880623349
"1028",6.916522280209
"1029",9.35376697322436
"1030",5.4069660486804
"1031",9.25154680685344
"1032",12.0038327409606
"1033",17.714279306004
"1034",5.84638001841146
"1035",5.82688150046957
"1036",10.4684430512813
"1037",1.48518175289092
"1038",8.87707693289975
"1039",7.16618100988727
"1040",13.7753394590774
"1041",6.0815834663885
"1042",3.29243410698632
"1043",21.7832082083234
"1044",5.77339338303168
"1045",7.81657867671112
"1046",3.95425152685418
"1047",10.4917588443644
"1048",11.4499590130374
"1049",7.31052978210125
"1050",4.9428074935309
"1051",13.9371014175542
"1052",4.7934635398095
"1053",7.27401650742805
"1054",6.07839401429869
"1055",5.12018706573624
"1056",4.12956191140903
"1057",8.793022900143
"1058",3.13247429321943
"1059",2.37118884930193
"1060",2.72945204245556
"1061",1.64925341260215
"1062",0.840240737034505
"1063",1.16255768423933
"1064",11.4086720178602
"1065",19.2330411895109
"1066",3.37930427274985
"1067",8.14750601718169
"1068",4.81365777764906
"1069",7.90487264938851
"1070",19.1256715706561
"1071",14.5104842257288
"1072",17.1472624020703
"1073",4.32135641218253
"1074",29.8038763668516
"1075",11.0134907037221
"1076",10.5877684179983
"1077",1.6352792328039
"1078",4.02540362675327
"1079",6.74107909323571
"1080",4.32224917520897
"1081",15.183692256718
"1082",16.3002301590056
"1083",8.98136081508988
"1084",18.9453110777637
"1085",6.39969279572213
"1086",11.2621368298544
"1087",5.68628727469399
"1088",12.7138489976846
"1089",7.7354142443442
"1090",4.51722848246309
"1091",11.1213276332353
"1092",15.8356562931167
"1093",10.4286483766191
"1094",2.75005887216202
"1095",6.59641119788304
"1096",9.14380740647229
"1097",2.03271934901015
"1098",4.14483549685678
"1099",16.2400189396081
"1100",3.45759469693863
"1101",21.3275448477931
"1102",2.67603952391042
"1103",1.74614308797042
"1104",18.0247740736698
"1105",11.2860837544736
"1106",11.9799502135558
"1107",2.01319558405012
"1108",5.24175380061103
"1109",2.5547582304355
"1110",14.4961698081652
"1111",9.71998536978107
"1112",8.30065733936672
"1113",5.53071330082889
"1114",1.86536529224461
"1115",11.5019519477398
"1116",16.8487858932722
"1117",8.61200597288916
"1118",19.9353802498533
"1119",12.1248366196669
"1120",9.90020875553451
"1121",7.91748184702742
"1122",10.1645673304609
"1123",6.51292781461415
"1124",2.34590018328338
"1125",9.38224685059562
"1126",5.41154141202183
"1127",6.82145186864376
"1128",19.0154854760497
"1129",12.5584349308074
"1130",5.74376299255196
"1131",4.5131846134029
"1132",5.21903204143675
"1133",22.5101709347077
"1134",14.5211984861254
"1135",19.0142444724073
"1136",16.974680515749
"1137",12.094812666192
"1138",15.2848226175846
"1139",7.17287667175215
"1140",15.64821193824
"1141",8.26804630828587
"1142",9.43394813969266
"1143",12.4026259899538
"1144",4.66187297259868
"1145",4.20739260691565
"1146",16.2833377759612
"1147",14.5147165283632
"1148",11.5057791427259
"1149",11.0318333753764
"1150",0.8499801345629
"1151",6.65932772484939
"1152",7.26799835396834
"1153",12.1268440185242
"1154",17.5812111230182
"1155",15.7804893995154
"1156",9.56628227863273
"1157",0.960393678229832
"1158",18.4956370051923
"1159",16.6318693404188
"1160",4.44368998597846
"1161",12.5083508120976
"1162",6.67475362902311
"1163",14.1647898779774
"1164",3.68028442180816
"1165",22.3946297722429
"1166",7.83353249020084
"1167",27.34234642299
"1168",11.4269620027954
"1169",9.73807976809007
"1170",6.00624515688135
"1171",10.9420559951208
"1172",4.1386751261022
"1173",10.6585706392122
"1174",2.9847017834674
"1175",8.07948271119106
"1176",1.63545808975595
"1177",12.4884952263467
"1178",5.63992974316807
"1179",21.0192057918759
"1180",5.87586576353098
"1181",10.0709375048842
"1182",9.80740102398635
"1183",16.64256807284
"1184",18.9470815078154
"1185",6.29510952804748
"1186",18.8747227387432
"1187",9.97199919046769
"1188",10.9061639654007
"1189",2.71004753604539
"1190",9.6448393702575
"1191",6.78739764928686
"1192",4.15979320757263
"1193",3.81041639566159
"1194",14.9717189720696
"1195",14.1280030682618
"1196",2.76526384290529
"1197",11.427508345174
"1198",5.0248272158456
"1199",8.79246278803905
"1200",7.41235425457444
"1201",9.35597078039963
"1202",32.9441251483311
"1203",7.98299637926944
"1204",6.04776308211768
"1205",13.2993579459163
"1206",9.34542085595349
"1207",7.90103936217375
"1208",1.72166292217376
"1209",7.6682088007872
"1210",11.2078979584798
"1211",13.4420535733318
"1212",6.81250891676972
"1213",8.99799924729055
"1214",5.74914990846607
"1215",11.1189865841972
"1216",5.07950125063677
"1217",5.59268250568239
"1218",4.22294960881992
"1219",25.7228589699944
"1220",3.73249627820952
"1221",2.07176420357976
"1222",13.9584817701792
"1223",6.41396963474405
"1224",5.4051954390772
"1225",25.6460412011713
"1226",7.47052621858563
"1227",33.0075325273834
"1228",6.20996771658758
"1229",2.64871891190305
"1230",4.9070863364763
"1231",2.4700620153106
"1232",22.9052642895364
"1233",7.4352016581859
"1234",10.4906457908488
"1235",10.571030756103
"1236",15.3347389129135
"1237",8.50442864291405
"1238",0.706094857695755
"1239",19.8025991823856
"1240",1.88672505759119
"1241",1.056679380762
"1242",12.5806135609959
"1243",10.3370898514708
"1244",3.14099629185156
"1245",12.930906187954
"1246",7.00578204680659
"1247",2.84743222366742
"1248",21.0681373985011
"1249",3.05353072562604
"1250",14.6697404826098
"1251",2.35136605713968
"1252",7.70234188911771
"1253",1.23308311046198
"1254",1.49214382223129
