"","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_response","Timely_fixes","Timely_replacements","Reliability","Options","Respectful","Courteous","Active_listening"
"14",50079,"Urban",0,63,31659.3,"Married","Female","Yes",13.52284721,13,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",15.78214958,194.966286,2070.376729,3,4,4,3,5,4,4,3
"15",7249,"Rural",2,60,44142.81,"Separated","Male","Yes",9.831166695,16,3,0,"No","Two Year","No","No","None","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Mailed Check",2.303331273,202.682861,882.0985933,2,2,4,3,3,4,3,3
"16",9463,"Rural",3,61,39262.14,"Widowed","Female","No",9.57470568,11,1,0,"Yes","Two Year","Yes","No","None","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",17.10995632,152.490739,1833.0967,3,4,3,4,3,2,3,5
"17",3177,"Rural",3,23,19494.75,"Divorced","Male","Yes",10.92246098,10,1,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",12.80615845,149.944668,1954.080809,5,5,5,4,4,4,3,3
"18",69,"Rural",4,38,39624.21,"Never Married","Male","No",12.06889188,14,0,3,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Bank Transfer(automatic)",20.45390977,184.978458,2330.319383,2,3,3,2,4,2,3,3
"19",14440,"Suburban",3,30,45714.47,"Divorced","Male","No",6.984819996,18,1,0,"No","Two Year","No","Yes","Fiber Optic","Yes","No","Yes","No","Yes","No","No","No","No","Bank Transfer(automatic)",2.415991977,127.495766,594.1054279,5,5,4,4,3,4,3,5
"20",381,"Urban",3,52,27442.03,"Widowed","Male","No",9.372975594,16,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",6.652298992,124.964303,713.0633088,3,3,3,2,2,3,5,5
"21",2193,"Urban",2,68,79699.62,"Divorced","Male","No",7.109002592,9,0,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","No","Yes","Electronic Check",8.543717478,149.948316,945.3802928,4,4,3,5,3,4,4,3
"22",9434,"Rural",3,75,28520.32,"Widowed","Female","Yes",13.74777955,15,1,0,"No","Month-to-month","No","Yes","None","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Credit Card (automatic)",5.770390256,162.511928,870.76398,3,3,4,2,4,4,3,4
"23",3089,"Rural",1,47,8762.23,"Married","Female","Yes",15.8626095,15,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Mailed Check",10.40566091,222.649979,1506.446527,5,3,5,3,3,5,4,4
"24",52484,"Suburban",4,69,33442.79,"Never Married","Male","Yes",10.61771118,18,1,0,"No","Two Year","No","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",5.425864884,257.651257,1745.125956,4,4,4,3,2,5,5,4
"25",11268,"Urban",9,45,43383.54,"Married","Male","No",6.613070806,14,0,0,"No","Two Year","Yes","No","Fiber Optic","No","No","No","Yes","No","No","Yes","Yes","Yes","Credit Card (automatic)",11.08287797,230.105118,1795.465729,3,2,1,5,3,3,3,2
"26",1765,"Rural",0,40,21793.88,"Never Married","Female","No",4.450171647,13,2,0,"No","Two Year","No","Yes","None","Yes","Yes","No","Yes","No","Yes","No","No","No","Electronic Check",3.586184954,147.489301,492.4771472,2,3,4,3,3,2,4,3
"27",680,"Rural",6,82,51960.51,"Divorced","Female","Yes",8.774646693,9,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Electronic Check",4.727388465,230.105118,1013.993166,4,4,4,5,2,5,3,5
"28",136,"Rural",5,74,25942.1,"Separated","Male","Yes",11.13156721,8,1,1,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Electronic Check",20.89923386,174.958118,2680.762173,5,5,4,3,5,3,4,1
"29",1517,"Urban",4,69,11211.59,"Widowed","Male","Yes",5.540788887,15,1,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Mailed Check",3.471329958,267.664655,1081.814362,6,5,5,5,2,6,5,5
"30",14103,"Suburban",1,52,8283.29,"Never Married","Male","Yes",13.80362698,11,0,1,"No","Month-to-month","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Mailed Check",5.478588204,162.483267,1209.961168,4,2,3,4,3,3,4,3
"31",6394,"Suburban",2,26,10114.81,"Never Married","Female","Yes",16.31017089,16,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",3.312991809,229.993134,897.5919144,4,3,5,5,2,4,5,5
"32",5059,"Urban",1,25,36229.21,"Never Married","Female","No",9.447065309,9,2,0,"No","One year","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Electronic Check",7.161561527,140.00128,1340.930156,5,6,4,2,5,3,3,3
"33",1164,"Urban",3,21,38211.37,"Divorced","Female","No",11.42906608,12,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",9.179779682,172.457857,1310.137419,5,2,3,3,3,5,4,4
"34",23,"Suburban",3,55,52887.26,"Married","Male","No",8.06137096,16,2,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","No","Yes","No","No","Yes","Electronic Check",3.002844144,107.481989,892.8964931,3,3,2,3,5,4,3,3
"35",895,"Suburban",4,41,12003.33,"Divorced","Male","Yes",12.54780492,11,1,2,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Credit Card (automatic)",3.924254455,255.141716,1125.581944,3,3,3,5,1,4,3,4
"36",6699,"Suburban",4,32,24090.62,"Never Married","Male","No",8.255565152,13,0,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Yes","Yes","Electronic Check",18.55959629,192.456745,2016.710031,3,3,3,3,4,3,3,4
"37",35743,"Rural",0,22,15137.93,"Never Married","Female","Yes",13.156514,6,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Credit Card (automatic)",8.798394712,242.632554,1412.736809,4,4,4,4,3,4,3,4
"38",320,"Urban",2,44,54458.38,"Divorced","Female","Yes",10.58349704,5,1,0,"No","Month-to-month","Yes","Yes","None","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",10.377366,245.174977,1710.689671,3,3,2,2,4,3,5,2
"39",7870,"Suburban",2,23,132116.33,"Divorced","Male","Yes",12.50184778,11,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Bank Transfer(automatic)",22.25746016,184.964681,2384.885909,4,4,5,2,2,4,3,3
"40",861,"Suburban",3,43,37358.13,"Never Married","Female","Yes",9.750038902,11,1,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Credit Card (automatic)",9.427146079,195.006206,1213.940165,4,5,3,4,3,3,4,3
"41",15364,"Rural",1,86,26534.16,"Separated","Female","No",7.868660851,11,2,2,"No","Two Year","Yes","No","None","Yes","No","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",7.760290062,104.962874,740.010722,3,4,3,2,3,3,3,3
"42",2589,"Suburban",2,84,76430.83,"Married","Female","No",12.43563329,14,0,1,"No","Month-to-month","No","Yes","None","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",11.56938439,92.488023,897.9716153,3,3,4,3,5,3,3,4
"43",4901,"Urban",2,62,4662.37,"Separated","Female","Yes",8.957166926,13,3,0,"No","Month-to-month","Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",3.343811019,184.979684,1026.387172,2,2,3,4,3,5,2,4
"44",39649,"Urban",5,68,43820.85,"Divorced","Female","Yes",8.015021713,12,1,0,"No","Month-to-month","Yes","No","None","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",7.338869531,187.656013,1234.244324,2,3,3,5,4,2,3,2
"45",456,"Suburban",1,59,38391.55,"Never Married","Female","No",4.210347704,8,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","Yes","No","Yes","Electronic Check",5.486534225,149.962093,727.3731845,4,4,4,3,4,2,5,4
"46",94,"Urban",0,31,44137.6,"Separated","Female","Yes",11.13960534,6,0,0,"Yes","One year","No","No","Fiber Optic","Yes","Yes","No","No","No","No","Yes","No","Yes","Credit Card (automatic)",1.55278221,169.944668,452.8721504,4,4,3,4,4,4,2,3
"47",315,"Urban",0,51,14364.65,"Widowed","Male","Yes",9.03738856,11,2,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Mailed Check",12.07970325,160.00128,1296.674543,4,2,4,5,4,3,3,4
"48",4969,"Suburban",1,58,62359.91,"Separated","Female","No",10.91594785,11,1,1,"No","One year","No","No","DSL","Yes","No","No","No","Yes","No","Yes","No","No","Mailed Check",13.98666226,129.962093,1840.628269,3,4,3,6,3,4,5,3
"49",46869,"Suburban",1,73,82634.86,"Married","Male","Yes",8.387624096,11,0,1,"No","Month-to-month","No","No","DSL","Yes","No","No","Yes","No","No","No","No","Yes","Electronic Check",9.563362997,114.950905,1324.330108,5,4,3,5,3,3,5,4
"50",58431,"Rural",1,33,15690.25,"Widowed","Female","No",11.4487514,11,0,1,"No","Two Year","No","No","None","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","Mailed Check",6.732948946,142.515576,958.1397059,4,5,5,5,4,4,4,5
"51",26182,"Suburban",1,58,14568.7,"Separated","Male","Yes",10.22013704,15,2,0,"No","Two Year","Yes","No","None","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Credit Card (automatic)",15.72071086,220.14775,1868.864027,3,5,3,2,4,5,5,4
"52",2765,"Urban",1,25,81831.49,"Widowed","Male","No",9.565924291,10,3,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Electronic Check",2.344875382,194.976769,704.7540406,3,4,3,2,3,4,2,4
"53",3757,"Rural",0,42,100076.65,"Separated","Female","Yes",10.79349982,14,3,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Mailed Check",7.960490246,152.455519,1416.444695,5,5,5,4,3,2,4,4
"54",4938,"Rural",1,81,69965.65,"Widowed","Male","No",6.081975067,15,0,0,"No","Month-to-month","No","Yes","None","Yes","No","No","No","Yes","No","No","No","No","Mailed Check",12.25062113,92.5018,1095.950634,5,5,5,3,4,3,2,5
"55",3761,"Suburban",1,43,34883.69,"Divorced","Female","No",13.55065547,13,0,0,"Yes","Month-to-month","No","Yes","None","Yes","No","No","No","Yes","No","No","Yes","Yes","Electronic Check",9.634946079,127.488728,1083.610268,4,4,4,3,4,4,3,3
"56",1851,"Urban",2,63,45634.2,"Never Married","Male","No",9.470419821,14,1,0,"No","Two Year","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Bank Transfer(automatic)",7.916533093,184.963371,1570.641337,3,4,3,3,4,4,4,3
"57",38476,"Suburban",3,70,10964.73,"Married","Female","Yes",6.194985909,11,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Bank Transfer(automatic)",4.471254161,265.146969,1007.425553,3,3,2,4,4,3,3,3
"58",13547,"Urban",1,78,22365.28,"Widowed","Male","Yes",10.80393657,19,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","No","Bank Transfer(automatic)",10.79028074,207.609354,1323.028419,4,4,3,6,2,5,7,4
"59",7801,"Urban",0,48,52636.6,"Separated","Male","No",7.903964267,17,0,1,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Yes","No","No","Electronic Check",12.24190682,152.462354,1808.730555,3,1,2,2,5,2,2,1
"60",17823,"Suburban",1,63,19048.13,"Separated","Female","Yes",11.27443693,18,2,1,"Yes","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",2.203859443,200.132293,1120.241472,4,4,4,5,4,4,4,3
"61",20269,"Urban",4,60,42784.82,"Married","Female","Yes",6.129509309,12,0,0,"No","One year","Yes","Yes","None","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Electronic Check",23.92132231,212.655686,2676.789803,5,5,6,5,3,7,5,5
"62",5760,"Suburban",3,54,47507.3,"Married","Female","No",4.368120492,9,0,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",7.980015371,134.950905,822.6771666,2,3,3,3,5,2,2,3
"63",61,"Urban",3,35,7724.73,"Divorced","Male","Yes",6.258356398,9,0,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Electronic Check",9.190009376,255.137219,1577.915603,4,3,2,3,3,3,3,4
"64",34359,"Urban",1,70,1509.52,"Never Married","Male","Yes",12.92303286,16,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Bank Transfer(automatic)",2.378630018,214.966286,648.7471776,4,4,4,5,2,3,4,4
"65",24693,"Rural",2,67,81124.71,"Married","Female","Yes",12.43301273,13,0,0,"No","One year","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Electronic Check",5.43464555,270.160419,1648.102673,3,3,4,3,5,3,3,4
"66",4235,"Rural",4,46,11795.57,"Widowed","Female","Yes",7.607663559,11,0,0,"No","Two Year","No","No","None","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Electronic Check",1.092361222,200.165175,768.0874545,1,1,2,2,3,1,3,2
"67",2193,"Urban",1,50,74794.84,"Never Married","Male","No",7.442789019,10,2,1,"No","Two Year","No","No","DSL","Yes","No","No","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",20.13981517,149.937833,2426.030626,2,2,3,4,3,3,4,4
"68",273,"Rural",1,24,19038.78,"Never Married","Female","Yes",13.04429298,18,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Mailed Check",24.64873861,240.114868,2660.503932,4,4,5,1,4,4,3,3
"69",14557,"Rural",0,20,79167.77,"Divorced","Male","No",14.89762162,17,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","No","Yes","No","No","No","Yes","Credit Card (automatic)",9.677739656,127.495766,1129.549713,3,4,3,4,5,4,3,3
"70",285,"Rural",0,31,45148.38,"Divorced","Male","No",15.66367593,6,1,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","No","No","Credit Card (automatic)",7.832238337,169.992756,943.3391244,3,3,3,4,4,3,4,4
"71",320,"Urban",5,72,74855.47,"Separated","Female","No",8.513410306,13,3,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Yes","No","Mailed Check",19.45250317,192.456745,1907.226083,4,4,4,3,1,5,4,4
"72",2863,"Urban",4,71,45323.86,"Divorced","Male","No",8.265002035,10,1,0,"No","Month-to-month","No","Yes","DSL","Yes","No","Yes","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",14.34766616,120.004928,1885.939118,4,4,3,3,4,3,2,5
"73",1206,"Suburban",2,32,71596.14,"Divorced","Female","No",8.6026551,11,0,0,"No","One year","Yes","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Bank Transfer(automatic)",2.257358355,195.006206,631.7435653,5,3,5,5,3,3,5,2
"74",1049,"Suburban",3,67,19657.14,"Widowed","Male","No",14.6040829,12,3,0,"Yes","Month-to-month","No","No","None","Yes","No","No","Yes","No","Yes","No","No","Yes","Bank Transfer(automatic)",4.650578623,114.983787,593.8572264,3,3,2,2,5,4,2,3
"75",32203,"Suburban",0,66,27827.03,"Divorced","Female","Yes",7.274007029,13,1,1,"No","Month-to-month","Yes","No","None","Yes","Yes","No","No","No","No","Yes","Yes","No","Electronic Check",3.721772616,207.638588,777.3060718,4,3,3,6,1,4,3,3
"76",25576,"Rural",4,21,15609.05,"Separated","Female","Yes",8.913898759,12,4,0,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","Yes","Yes","Yes","Electronic Check",3.76663012,187.609354,1393.202392,4,4,4,3,3,3,3,5
"77",55519,"Rural",0,75,58482.9,"Separated","Female","Yes",8.294186076,13,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Mailed Check",2.188918771,192.470522,409.7486664,3,3,3,3,3,4,3,3
"78",3499,"Suburban",0,68,115510.46,"Separated","Female","No",5.083995994,3,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Electronic Check",3.273341151,162.468917,443.984031,2,2,2,4,3,3,4,3
"79",14479,"Suburban",2,32,15841.19,"Never Married","Male","Yes",6.942719201,7,1,1,"No","Two Year","Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","No","No","No","Electronic Check",19.75096265,159.979358,2481.385603,2,2,3,3,3,3,3,3
"80",4654,"Suburban",0,76,81127.41,"Never Married","Male","No",9.834012571,7,1,0,"No","Two Year","No","Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Mailed Check",18.38404445,184.979684,2233.567181,3,2,3,4,2,4,5,3
"81",26320,"Suburban",0,29,24270.88,"Divorced","Female","Yes",11.0596826,13,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",4.672610857,245.145743,1158.91369,5,5,4,5,1,5,5,4
"82",35,"Rural",0,83,54466.33,"Married","Female","No",8.834079073,17,0,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","No","Electronic Check",6.796299371,124.97808,529.40733,4,4,4,3,2,4,3,4
"83",521,"Suburban",10,23,64816.84,"Divorced","Male","Yes",5.271228601,14,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Mailed Check",12.97632235,187.484705,1956.7337,3,2,2,4,3,2,3,2
"84",17600,"Rural",5,80,103311.26,"Never Married","Male","No",9.394961367,15,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Mailed Check",20.31163945,162.500692,2056.386979,5,4,4,3,4,4,5,5
"85",3324,"Suburban",0,20,40211.04,"Never Married","Male","No",14.4754365,11,1,1,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Electronic Check",6.998814446,182.467607,1067.373076,3,4,3,5,2,6,6,6
"86",55122,"Urban",0,69,58077.38,"Separated","Male","Yes",10.68311773,12,1,1,"No","Month-to-month","No","No","None","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Credit Card (automatic)",14.46288204,222.660939,1806.135733,3,2,3,5,3,4,4,3
"87",4038,"Urban",1,32,43466.35,"Never Married","Male","No",13.79409442,10,1,0,"No","One year","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","No","Yes","Bank Transfer(automatic)",11.13472066,182.467607,1397.701335,3,4,4,4,3,4,2,3
"88",31927,"Urban",0,53,23289.77,"Divorced","Female","Yes",12.40165307,19,1,0,"No","Month-to-month","No","Yes","None","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Mailed Check",2.542296644,220.161527,808.4305471,2,4,3,2,3,3,5,3
"89",19904,"Rural",2,25,49158.49,"Separated","Male","No",10.24782033,9,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Yes","Electronic Check",17.22596021,169.937833,1886.531937,4,4,3,4,3,3,3,4
"90",13000,"Suburban",0,69,3805.84,"Divorced","Male","Yes",14.86100819,16,0,2,"No","Month-to-month","Yes","No","Fiber Optic","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Mailed Check",22.79214163,204.963371,2294.781131,3,3,3,3,2,4,4,4
"91",1444,"Urban",3,71,52616.27,"Widowed","Male","Yes",6.716953195,10,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Electronic Check",3.823689744,204.963371,826.3438621,3,5,3,2,4,2,4,2
"92",2158,"Urban",3,53,30550.42,"Widowed","Female","Yes",8.124258176,18,1,0,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Credit Card (automatic)",10.77094687,245.128318,2072.564168,3,3,2,4,3,2,4,3
"93",1800,"Urban",2,56,12154.01,"Divorced","Nonbinary","Yes",14.60903837,11,0,2,"No","Month-to-month","No","Yes","None","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Bank Transfer(automatic)",13.08671185,172.473314,1436.793746,4,4,3,3,5,3,2,2
"94",30,"Suburban",0,42,30649.31,"Married","Male","Yes",12.65015936,9,2,2,"No","Month-to-month","Yes","No","DSL","No","Yes","No","No","No","Yes","No","Yes","No","Bank Transfer(automatic)",14.76468813,172.456745,1963.332683,4,3,4,3,5,4,2,3
"95",3682,"Suburban",3,33,31417.33,"Married","Male","Yes",12.0281501,14,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Electronic Check",9.473091121,194.976769,1324.164906,2,2,2,2,4,2,3,2
"96",41733,"Urban",1,47,55861.19,"Divorced","Male","No",15.68043093,16,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",5.197446331,137.439154,704.9375603,4,4,4,4,3,3,4,3
"97",630,"Urban",1,48,9044.26,"Widowed","Female","Yes",11.30421466,18,3,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Credit Card (automatic)",6.577552683,192.470522,888.6517305,3,4,4,4,2,3,4,4
"98",257,"Urban",1,40,65064.31,"Widowed","Male","No",7.56618217,9,0,0,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",17.88002366,112.455141,1606.489936,3,3,3,3,3,3,3,4
"99",1012,"Urban",0,67,12527.51,"Divorced","Male","Yes",10.40677369,14,2,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Mailed Check",13.12190056,174.961766,1431.409396,5,4,4,3,3,5,3,4
"100",1130,"Urban",2,79,51237.28,"Divorced","Female","No",10.61217014,12,3,0,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",12.58298231,275.133571,1701.457566,4,5,4,4,1,4,4,4
"101",4210,"Rural",3,61,64222.21,"Married","Male","Yes",5.785085772,16,1,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","No","Yes","No","Electronic Check",7.120096363,127.442069,1290.737183,4,3,4,5,3,5,4,4
