"","Population","Area","Children","Age","Income","Marital","Gender","Churn","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","Techie","Contract","Port_modem","Tablet","InternetService","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod","Tenure","MonthlyCharge","Bandwidth_GB_Year","Timely_response","Timely_fixes","Timely_replacements","Reliability","Options","Respectful","Courteous","Active_listening"
"12",17653,"Urban",1,29,37428.26,"Married","Female","Yes",13.79387475,13,2,1,"No","One year","Yes","No","DSL","Yes","No","No","No","No","No","Yes","Yes","No","Electronic Check",9.82814183,187.609354,1771.286466,3,4,3,2,5,3,3,4
"13",35279,"Rural",0,33,10389.95,"Never Married","Male","No",6.03993035,15,1,0,"No","One year","No","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","No","Yes","Credit Card (automatic)",2.358129018,139.95684,562.6095219,3,3,4,3,3,4,3,6
"14",319,"Urban",0,61,19815.63,"Never Married","Female","No",11.59313893,13,0,2,"No","One year","Yes","Yes","Fiber Optic","Yes","No","No","Yes","No","No","No","No","Yes","Bank Transfer(automatic)",4.151256695,134.950905,393.6524652,3,2,3,4,3,4,5,4
"15",15210,"Urban",0,63,41656.53,"Widowed","Female","Yes",15.19664016,9,1,0,"No","Month-to-month","Yes","Yes","DSL","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Mailed Check",13.85488928,222.628057,2138.107161,3,2,3,2,4,3,2,4
"16",15383,"Rural",0,63,25381.66,"Never Married","Female","Yes",10.26646787,10,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","No","Yes","No","Mailed Check",3.174571918,159.951231,377.0810282,4,3,4,2,3,3,3,3
"17",20327,"Urban",0,56,35499.06,"Divorced","Female","No",7.146124361,13,3,0,"Yes","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","No","No","Credit Card (automatic)",23.34617699,162.452604,2253.85247,6,5,4,4,4,3,5,3
"18",69,"Urban",6,24,26282.4,"Married","Female","No",9.807530479,10,1,0,"Yes","One year","Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","No","No","Yes","Mailed Check",6.311709178,137.483594,1353.29384,5,5,4,3,3,3,3,3
"19",1800,"Urban",3,44,26130.78,"Divorced","Male","Yes",4.539566699,8,2,0,"No","One year","Yes","Yes","None","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Credit Card (automatic)",4.799514433,242.657291,1256.287854,4,4,2,3,3,4,5,5
"20",8028,"Suburban",1,65,36478.21,"Widowed","Male","No",7.251198724,14,2,0,"Yes","Month-to-month","No","Yes","None","Yes","No","No","Yes","No","Yes","No","No","Yes","Mailed Check",10.04672315,114.983787,980.9935923,2,2,3,4,3,3,4,4
"21",31859,"Urban",3,35,54533.63,"Divorced","Female","No",8.943293567,15,2,1,"No","Month-to-month","Yes","Yes","None","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",8.156552837,187.656013,1347.869205,4,4,4,3,4,3,3,4
"22",4476,"Rural",0,47,125814.88,"Divorced","Female","Yes",10.74539526,10,0,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","Yes","No","No","Yes","Yes","Mailed Check",6.085030507,139.965008,1162.332926,3,3,4,2,4,4,3,2
"23",610,"Suburban",2,59,76567.85,"Separated","Male","No",5.258274954,8,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",9.482919033,112.455141,886.9398744,4,5,4,4,4,4,5,4
"24",3199,"Suburban",3,70,122957.19,"Married","Male","No",2.120350511,17,0,0,"No","One year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",6.365998533,202.443347,951.886985,3,3,3,4,3,4,3,2
"25",1076,"Urban",0,26,32652.3,"Married","Female","Yes",7.410590719,9,0,1,"Yes","Month-to-month","No","Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Electronic Check",11.71637124,174.976769,1805.011298,5,4,5,4,4,4,4,4
"26",43123,"Rural",1,84,28622.6,"Widowed","Female","Yes",11.29945603,14,1,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",2.887429547,192.440432,513.237305,4,5,3,4,4,2,4,2
"27",15671,"Rural",1,47,35302.52,"Separated","Male","Yes",14.01485542,16,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Bank Transfer(automatic)",11.73724209,262.610632,1668.199119,2,3,2,4,4,3,2,2
"28",6252,"Suburban",3,26,29950.47,"Married","Female","Yes",12.34250072,12,2,1,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Mailed Check",3.260462654,184.961033,1248.097652,3,4,3,3,4,4,4,4
"29",19556,"Urban",1,46,11061.05,"Married","Female","No",8.512650562,11,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","No","Mailed Check",14.25617986,220.118516,1669.202417,3,4,4,4,2,5,3,4
"30",86926,"Rural",1,39,20624.31,"Divorced","Male","No",6.985590245,9,2,1,"Yes","Two Year","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Electronic Check",5.969967132,174.961766,967.9819136,4,5,4,4,3,3,3,5
"31",1917,"Rural",3,58,87537.25,"Divorced","Male","No",9.591529444,14,0,1,"No","Two Year","Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","No","No","No","Electronic Check",12.07358377,137.469817,1623.045026,2,3,3,4,2,4,3,5
"32",324,"Suburban",1,24,47395.3,"Divorced","Female","Yes",11.86384439,11,3,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Bank Transfer(automatic)",5.104082209,209.993134,1433.616898,4,4,3,4,4,4,3,3
"33",3151,"Suburban",8,78,135727.71,"Separated","Male","No",11.05420024,14,0,0,"No","Month-to-month","No","No","DSL","Yes","No","Yes","No","Yes","No","No","No","Yes","Mailed Check",8.08137067,107.495766,1468.357421,3,3,3,3,5,2,4,3
"34",1655,"Urban",8,56,34197.3,"Widowed","Female","Yes",15.74015572,14,2,1,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","No","Yes","Yes","Yes","Electronic Check",11.64983735,220.132293,1719.173387,5,6,4,4,2,3,5,4
"35",6658,"Urban",0,33,31065.17,"Never Married","Female","No",14.89835355,9,2,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","Yes","Yes","No","Yes","Yes","No","No","Electronic Check",10.25635754,174.961766,1261.032763,4,3,4,4,3,3,5,4
"36",823,"Suburban",0,19,32097.17,"Widowed","Female","Yes",13.62135046,14,1,1,"No","Month-to-month","Yes","No","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Bank Transfer(automatic)",3.892407013,202.443347,741.7766988,3,3,3,2,3,1,3,2
"37",13287,"Suburban",1,31,23424.88,"Never Married","Male","Yes",14.95912113,12,2,1,"No","Two Year","Yes","No","Fiber Optic","Yes","No","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",3.226996711,210.12704,932.6084359,4,4,4,2,4,4,4,3
"38",2394,"Urban",1,34,35988.24,"Separated","Female","No",11.741245,9,0,0,"No","One year","No","Yes","None","Yes","No","Yes","Yes","No","No","No","Yes","No","Bank Transfer(automatic)",15.87685513,139.979239,1708.614019,5,5,5,6,2,5,6,5
"39",315,"Suburban",1,82,27959.34,"Separated","Male","No",7.130431693,5,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Bank Transfer(automatic)",3.756359276,137.439154,472.1057019,2,2,3,5,3,1,2,3
"40",19215,"Suburban",2,75,31136.77,"Widowed","Female","No",10.70500472,14,1,0,"No","Month-to-month","Yes","No","DSL","Yes","No","Yes","No","No","No","Yes","No","Yes","Electronic Check",11.96274778,119.95684,1639.898269,4,4,4,4,2,5,5,4
"41",44451,"Rural",2,73,53019.98,"Never Married","Male","No",11.08409914,10,2,1,"No","Month-to-month","Yes","Yes","None","Yes","No","No","No","No","Yes","Yes","No","No","Credit Card (automatic)",15.94935291,117.472036,1535.788894,4,4,3,2,5,3,2,4
"42",1869,"Urban",1,59,11301.4,"Divorced","Female","No",9.84688181,11,0,0,"Yes","One year","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Bank Transfer(automatic)",4.95598008,199.990219,1342.862457,4,5,4,4,3,4,3,4
"43",4335,"Urban",1,62,11217.96,"Divorced","Male","Yes",12.66717474,15,2,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","No","Bank Transfer(automatic)",6.035737465,179.947583,795.4957358,2,3,2,4,4,2,4,2
"44",16882,"Rural",1,27,41151.14,"Divorced","Female","No",8.272244827,11,3,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","No","Mailed Check",16.0708543,157.483594,1575.683555,3,3,4,6,2,4,4,3
"45",37,"Urban",3,61,15930.45,"Separated","Male","Yes",17.41324465,10,0,1,"Yes","Month-to-month","Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Credit Card (automatic)",16.59325254,174.976769,2229.268031,3,4,3,3,4,4,3,3
"46",3639,"Urban",1,63,51992.79,"Married","Female","Yes",10.2863601,10,1,1,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","No","No","Yes","Yes","Yes","Electronic Check",4.98152586,207.609354,849.1972541,2,2,4,3,4,1,2,2
"47",1317,"Suburban",4,56,16608.27,"Married","Female","No",7.122072827,14,0,0,"No","Two Year","No","No","None","Yes","Yes","No","Yes","No","No","No","No","No","Electronic Check",12.00466914,134.980139,1248.626874,2,3,2,3,4,3,3,5
"48",16546,"Rural",7,84,91001.1,"Widowed","Male","Yes",8.284591121,8,1,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Bank Transfer(automatic)",10.57197066,242.628057,1649.312808,3,2,1,3,5,3,3,6
"49",17307,"Rural",1,60,6517.94,"Married","Female","No",7.151598137,13,0,0,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","Yes","No","Yes","Mailed Check",9.532523799,137.439154,970.4682919,4,4,5,4,3,5,4,5
"50",545,"Suburban",0,44,5009.07,"Divorced","Female","Yes",11.30031859,18,3,0,"No","Month-to-month","No","No","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Bank Transfer(automatic)",3.778174405,242.632554,929.2607767,4,3,5,3,3,4,5,4
"51",703,"Suburban",0,26,41879.1,"Divorced","Male","No",12.29165611,11,0,1,"No","Month-to-month","Yes","No","DSL","Yes","No","No","No","No","No","Yes","No","No","Bank Transfer(automatic)",12.75609778,117.439154,1775.838153,3,3,3,3,4,3,3,2
"52",117,"Rural",2,40,39468.79,"Widowed","Female","No",10.02758972,11,1,1,"No","Two Year","No","No","DSL","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Electronic Check",9.640061615,197.470195,1698.465833,3,3,4,3,5,2,4,3
"53",114,"Urban",1,19,41075.64,"Widowed","Female","No",10.04585562,14,1,1,"Yes","One year","No","No","None","Yes","No","No","No","Yes","Yes","No","Yes","No","Electronic Check",11.16903388,139.99789,1292.3206,5,5,5,4,3,5,4,3
"54",19869,"Rural",2,62,28502.33,"Divorced","Male","No",7.248946018,10,1,2,"No","Month-to-month","No","No","Fiber Optic","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Credit Card (automatic)",16.84928353,172.47417,1729.837284,4,4,4,3,3,3,4,3
"55",20731,"Rural",0,72,13583.35,"Widowed","Male","No",8.124261532,12,3,0,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Bank Transfer(automatic)",4.216732972,174.969934,1107.882056,3,4,5,3,5,2,4,3
"56",19659,"Rural",0,22,22362.59,"Never Married","Female","No",13.7362126,15,0,2,"No","One year","Yes","No","None","Yes","No","No","Yes","Yes","No","No","No","Yes","Electronic Check",9.915959247,114.997564,1079.012505,4,4,5,4,4,3,4,2
"57",23517,"Suburban",1,72,51154.34,"Divorced","Female","No",11.03563726,9,1,0,"No","One year","Yes","No","None","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Credit Card (automatic)",3.999030359,210.156274,886.340074,4,4,6,4,4,4,5,2
"58",24628,"Rural",1,73,28654.87,"Divorced","Female","No",5.307097721,13,1,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","Yes","No","Yes","No","No","No","Mailed Check",13.67931764,149.977753,1245.328696,4,4,3,3,5,4,4,4
"59",26381,"Urban",9,19,40902.49,"Married","Female","Yes",8.816497541,8,0,1,"No","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Mailed Check",11.10356439,222.679213,1973.661316,4,3,4,2,5,3,4,3
"60",4270,"Suburban",0,22,69327.78,"Divorced","Male","Yes",13.07119875,10,2,1,"No","Month-to-month","No","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Mailed Check",12.21754865,262.610632,1758.735654,3,3,3,5,3,2,4,3
"61",3098,"Rural",1,69,5194.22,"Married","Male","Yes",12.10865222,13,2,0,"Yes","Month-to-month","Yes","No","None","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Credit Card (automatic)",2.423722078,152.495236,557.0118807,3,3,1,3,3,4,3,3
"62",7256,"Rural",3,74,42386.84,"Widowed","Male","No",12.2870805,9,0,0,"No","Two Year","Yes","No","DSL","Yes","No","No","No","Yes","No","No","No","No","Mailed Check",7.69213424,104.97808,1220.452161,4,5,4,2,6,4,5,3
"63",6910,"Rural",4,79,25215.22,"Separated","Female","Yes",7.044096971,13,2,0,"No","Month-to-month","Yes","No","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Bank Transfer(automatic)",5.690013293,245.145743,1201.484293,2,2,3,3,2,3,1,3
"64",2816,"Rural",0,57,29976.15,"Divorced","Male","Yes",9.759360165,14,0,0,"No","Month-to-month","Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Credit Card (automatic)",4.893221514,207.475448,1284.442486,5,5,5,5,2,5,4,5
"65",617,"Urban",3,56,27978.78,"Never Married","Male","Yes",13.97477268,10,3,0,"No","Month-to-month","Yes","No","None","No","Yes","Yes","No","No","Yes","Yes","No","No","Electronic Check",1.281566108,152.495236,567.6177123,3,3,2,3,3,4,2,3
"66",115,"Rural",3,74,64446.9,"Married","Male","Yes",11.17971961,13,2,0,"No","Month-to-month","Yes","No","None","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Mailed Check",14.12966281,222.660939,1854.793303,4,4,4,5,3,3,2,1
"67",1079,"Urban",1,37,20647.83,"Never Married","Female","No",12.16826675,17,1,0,"No","Two Year","Yes","No","DSL","Yes","No","No","Yes","No","No","No","No","No","Electronic Check",14.66914461,114.950905,1778.431765,4,4,4,2,5,3,3,4
"68",892,"Rural",1,58,26005.77,"Divorced","Female","No",12.07226102,13,1,0,"No","Two Year","Yes","No","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Yes","No","Bank Transfer(automatic)",24.8868126,182.465269,2346.143947,2,3,3,3,3,3,4,2
"69",14931,"Urban",2,58,10423.75,"Widowed","Male","No",15.42491471,12,1,1,"No","One year","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Mailed Check",9.660361769,129.977753,1491.768656,2,2,3,2,3,2,1,3
"70",5302,"Urban",2,63,67319.27,"Widowed","Male","No",6.362190982,12,1,2,"No","Two Year","Yes","Yes","Fiber Optic","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Bank Transfer(automatic)",13.59137366,162.471255,1460.513443,2,3,3,4,4,3,3,4
"71",19582,"Suburban",4,82,39231.99,"Never Married","Male","No",12.06831191,10,0,1,"No","Two Year","No","Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Mailed Check",18.37317391,194.976769,1923.549943,6,4,5,5,2,5,5,4
"72",51767,"Suburban",7,36,69104.9,"Married","Male","No",13.15969677,14,1,0,"No","Two Year","No","No","Fiber Optic","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Electronic Check",22.33583015,162.452604,2499.186161,2,3,4,4,3,3,4,3
"73",53,"Suburban",7,23,21072.82,"Married","Female","Yes",7.43893815,17,3,1,"No","Month-to-month","No","No","None","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Electronic Check",2.993625911,197.516854,1035.183038,5,4,5,4,4,3,6,4
"74",1512,"Suburban",1,84,37774.81,"Married","Female","Yes",11.70582668,11,1,0,"No","Month-to-month","No","No","None","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Electronic Check",16.26037537,152.488401,1580.43019,5,5,5,4,4,4,4,2
"75",40,"Rural",4,34,37773.19,"Widowed","Male","No",12.69711858,12,1,1,"No","Month-to-month","Yes","Yes","DSL","Yes","No","No","No","No","Yes","No","No","Yes","Electronic Check",8.951793883,104.964303,1404.773397,4,5,4,4,3,4,5,3
"76",955,"Rural",1,88,35891.67,"Widowed","Male","Yes",6.286550988,17,1,2,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Credit Card (automatic)",10.27819073,175.006206,1570.345219,4,3,4,5,2,3,2,4
"77",2338,"Rural",0,25,20801.9,"Never Married","Male","No",9.886595026,13,0,0,"Yes","One year","No","No","Fiber Optic","Yes","No","No","No","No","No","No","No","Yes","Bank Transfer(automatic)",4.156887945,112.455141,500.4406927,6,6,4,2,4,5,5,3
"78",757,"Rural",1,39,33217.64,"Never Married","Female","No",11.10996233,17,0,1,"No","Two Year","No","No","Fiber Optic","Yes","No","No","Yes","No","Yes","Yes","No","No","Electronic Check",5.254442453,172.44408,787.0962355,3,3,4,2,4,2,1,3
"79",19527,"Urban",2,29,24447.03,"Separated","Female","No",5.304635517,13,0,0,"No","One year","Yes","No","DSL","Yes","No","No","Yes","Yes","No","No","Yes","No","Bank Transfer(automatic)",3.238699239,162.460772,1143.685617,3,3,2,4,2,4,5,4
"80",1126,"Urban",2,49,33620.38,"Widowed","Female","No",9.83612847,8,0,1,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","No","Yes","Credit Card (automatic)",7.484425045,124.97808,758.8338668,5,5,5,5,2,6,5,3
"81",2101,"Urban",1,40,18895.18,"Widowed","Female","Yes",4.874661522,17,0,0,"No","Month-to-month","No","Yes","None","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Electronic Check",2.522962069,182.490006,676.6465414,3,3,4,3,3,3,3,5
"82",1691,"Rural",1,26,23028.48,"Separated","Female","Yes",6.007630739,16,0,1,"No","Two Year","Yes","No","None","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Credit Card (automatic)",5.505247606,245.174977,1339.709597,3,3,4,4,5,3,3,5
"83",655,"Rural",6,70,54961.9,"Widowed","Male","Yes",12.07594948,19,0,0,"No","Month-to-month","No","Yes","Fiber Optic","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Electronic Check",3.364993591,245.145743,1149.108155,3,4,5,5,2,5,4,5
"84",39616,"Rural",2,48,119964.79,"Never Married","Female","No",13.40034021,16,0,2,"No","Month-to-month","No","No","DSL","Yes","Yes","Yes","No","No","No","No","No","Yes","Electronic Check",9.307770559,127.478341,1387.016004,3,4,5,2,4,3,3,3
"85",4734,"Suburban",1,73,16368.02,"Widowed","Female","No",10.07963518,14,0,0,"No","Month-to-month","No","Yes","None","Yes","No","Yes","Yes","No","No","No","No","No","Bank Transfer(automatic)",17.06899012,104.992311,1518.747945,5,5,5,4,2,5,5,5
"86",0,"Urban",1,56,65900.37,"Widowed","Female","Yes",9.086330232,8,1,2,"No","One year","No","No","Fiber Optic","No","Yes","No","No","No","No","Yes","Yes","No","Electronic Check",16.48065356,240.114868,1886.312286,4,4,4,5,5,5,5,4
"87",1601,"Suburban",0,67,37852.37,"Divorced","Male","No",7.048563699,14,2,0,"No","One year","No","No","Fiber Optic","Yes","No","No","Yes","No","No","No","No","No","Electronic Check",1.914386255,134.950905,272.9823095,4,3,3,3,4,3,3,3
"88",1506,"Suburban",1,21,54727.46,"Never Married","Female","No",13.17156155,12,1,1,"No","Two Year","Yes","Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Bank Transfer(automatic)",9.16272705,192.440432,1233.975771,5,4,3,2,4,3,3,3
"89",37,"Rural",0,34,48005.75,"Divorced","Female","No",7.794425904,9,2,0,"No","Two Year","No","No","None","Yes","No","Yes","No","No","Yes","No","No","No","Bank Transfer(automatic)",13.90000955,95.005709,1266.503765,2,3,2,3,3,4,1,4
"90",9054,"Suburban",2,28,5337.97,"Divorced","Female","No",13.49663107,10,3,0,"No","One year","Yes","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","No","Mailed Check",9.086633107,159.965008,1118.646915,2,3,4,3,4,4,4,2
"91",18185,"Urban",2,82,12476.24,"Widowed","Female","Yes",10.67669456,13,2,0,"No","Month-to-month","Yes","Yes","DSL","Yes","No","No","No","Yes","No","Yes","No","No","Bank Transfer(automatic)",5.372758028,129.962093,1086.92093,2,2,3,5,3,3,4,3
"92",321,"Urban",0,61,18684.74,"Divorced","Male","No",11.70304454,14,1,1,"No","Month-to-month","No","No","DSL","Yes","No","Yes","Yes","No","Yes","No","No","No","Bank Transfer(automatic)",6.935335786,129.977753,1197.080651,4,5,3,4,4,4,4,5
"93",7278,"Rural",2,28,18966.81,"Separated","Male","Yes",9.905787776,16,1,0,"Yes","Month-to-month","Yes","No","Fiber Optic","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Mailed Check",2.81822785,194.969934,785.6266383,3,4,3,3,3,4,6,3
"94",1204,"Suburban",2,25,67530.44,"Divorced","Male","No",11.62388139,14,1,0,"Yes","Two Year","No","No","DSL","Yes","No","Yes","Yes","No","Yes","No","No","No","Mailed Check",5.100566529,129.977753,1226.343895,4,4,3,4,4,4,2,4
"95",159,"Rural",0,62,26929.55,"Separated","Female","Yes",8.482252615,14,0,0,"No","Month-to-month","No","Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Electronic Check",2.649525158,242.610632,1210.047397,4,4,3,4,2,4,5,3
"96",1394,"Suburban",3,48,4803.58,"Widowed","Female","No",9.321060469,10,0,0,"No","Month-to-month","Yes","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","No","Bank Transfer(automatic)",13.04542381,112.455141,1163.407505,4,3,3,5,3,4,3,3
"97",2494,"Urban",1,58,146494.7,"Separated","Male","No",9.256391341,14,2,0,"No","One year","No","No","DSL","Yes","No","No","No","No","No","No","No","No","Credit Card (automatic)",8.792119046,92.455141,1216.325478,3,3,3,3,4,4,3,4
"98",19592,"Urban",0,81,28908.4,"Separated","Male","Yes",8.27152774,13,0,1,"No","One year","No","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Electronic Check",1.542556879,225.145743,1192.502878,1,3,4,3,3,3,3,3
"99",719,"Urban",1,29,17876.13,"Divorced","Male","No",11.81880212,13,0,1,"No","Two Year","Yes","No","None","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Electronic Check",20.43854626,139.99789,2101.344074,3,4,4,3,4,3,2,3
"100",4183,"Urban",0,66,60897.92,"Separated","Female","No",8.827647599,13,2,0,"No","Two Year","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Credit Card (automatic)",1.939549257,152.510442,752.1641496,6,5,6,3,5,5,5,4
"101",13644,"Rural",0,73,24091.33,"Separated","Male","Yes",10.56592379,10,1,0,"No","Month-to-month","No","No","DSL","Yes","No","No","No","No","Yes","No","Yes","Yes","Electronic Check",1.906368477,139.951231,736.161108,3,1,2,4,4,3,4,3
"102",1551,"Suburban",0,63,36973.83,"Never Married","Female","No",8.503805869,9,4,1,"Yes","One year","Yes","Yes","Fiber Optic","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Electronic Check",6.811759674,162.482694,831.1303039,4,5,3,3,4,3,4,4
